locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	region	group	gene_length	gc_content	gc3	gc3_deviation	nc	rare_codon_freq	dist_oriC	region_calc	baseMean	has_gene_name	has_old_locus_tag	has_named_product	is_hypothetical	has_protein_id	is_constitutive	LFC_T2vsT1	LFC_T3vsT1	composite_conservation
SC_RS37710		SCO7097	MarR family winged helix-turn-helix transcriptional regulator	MarR	7887694	7888179	-	1	Shielded	486	0.7304526748971193	0.9197530864197531	0.005424336041054523	32.84710714319144	0.012422360248447204	3615243.5	arm	11.152321373952736	False	True	True	False	True	False	-0.869316549170603	3.208071821916555	0.07225478924655411
SC_RS37720		SCO7099	sigma-70 family RNA polymerase sigma factor family protein	Sigma factor	7889266	7890168	-	1	Shielded	903	0.7242524916943521	0.9003322259136213	0.013996524465077265	34.19858258857056	0.03666666666666667	3617024.0	arm	20.754763020155295	False	True	True	False	True	False	-0.3606469464108222	3.1214862199988263	-0.06540577307432775
SC_RS37745		SCO7104	sigma-70 family RNA polymerase sigma factor family protein	Sigma factor	7894195	7895073	+	1	Shielded	879	0.7360637087599545	0.8703071672354948	0.0440215831432037	35.708149092652185	0.06164383561643835	3621941.0	arm	129.22569900532258	False	True	True	False	True	True	-0.2525763008527139	-0.0612647808381407	-0.4126111067058294
SC_RS37750		SCO7105	RNA polymerase sigma-70 factor	Sigma factor	7895116	7896042	-	1	Shielded	927	0.7141316073354909	0.9223300970873787	0.008001346708680135	31.80449382004555	0.02922077922077922	3622886.0	arm	30.89271650765809	False	True	True	False	True	False	-1.0479481940274618	1.1086380222926733	0.10392682274351613
SC_RS37755		SCO7106	WhiB family transcriptional regulator	WhiB	7896424	7896690	+	1	Shielded	267	0.7191011235955056	0.8426966292134831	0.07163212116521545	42.009315979055856	0.07954545454545454	3623864.0	arm	9.681600282924247	False	True	True	False	True	False	0.3106959580748562	3.2641026908954163	-1.0588746345208713
SC_RS37785		SCO7112	RNA polymerase sigma-70 factor	Sigma factor	7901360	7902256	-	1	Shielded	897	0.7090301003344481	0.9331103678929766	0.018781617514278093	32.27929491771303	0.02348993288590604	3629115.0	arm	168.18004030178804	False	True	True	False	True	False	-1.5743738556846	-1.3004900386288036	0.09109192555451594
SC_RS37895		SCO7134	helix-turn-helix transcriptional regulator	HTH (other)	7925356	7928127	+	1	Shielded	2772	0.7319624819624819	0.9047619047619048	0.009566845616793773	34.015077394051325	0.032502708559046585	3654048.5	arm	319.02542516451797	False	True	True	False	True	False	-1.0582895924966045	-0.9363210820103554	0.5389369469498171
SC_RS37925		SCO7140	helix-turn-helix transcriptional regulator	HTH (other)	7934492	7935322	+	1	Shielded	831	0.7148014440433214	0.8736462093862816	0.04068254099241697	34.45795659689303	0.06159420289855073	3662214.0	arm	115.2402224450725	False	True	True	False	True	False	1.2530950966288965	0.2278109743106126	-0.3691483561671781
SC_RS37935		SCO7142	winged helix-turn-helix transcriptional regulator	HTH (other)	7936071	7936472	+	1	Shielded	402	0.7263681592039801	0.8805970149253731	0.03373173545332542	38.31028299576276	0.05263157894736842	3663578.5	arm	89.29085878394305	False	True	True	False	True	True	0.3123485536686258	-0.4048214834864828	-0.5331005347198381
SC_RS37940		SCO7143	helix-turn-helix transcriptional regulator	HTH (other)	7936673	7939486	+	1	Shielded	2814	0.738450604122246	0.8987206823027718	0.01560806807592674	33.277308521072385	0.03628601921024546	3665386.5	arm	234.953445934096	False	True	True	False	True	False	0.6048271416243798	0.2065695635043934	0.5133884664132762
SC_RS37945		SCO7144	sigma-70 family RNA polymerase sigma factor	Sigma factor	7939618	7940355	+	1	Shielded	738	0.7344173441734417	0.9227642276422764	0.00843547726357785	33.573214242174345	0.02857142857142857	3667293.5	arm	23.33656290859677	False	True	True	False	True	False	0.2845818355499136	2.1946086359820236	-0.00817233288040787
SC_RS37950		SCO7145	MarR family winged helix-turn-helix transcriptional regulator	MarR	7940566	7941048	+	1	Shielded	483	0.6790890269151139	0.8757763975155279	0.0385523528631706	39.8028519025637	0.05	3668114.0	arm	9.4950865650431	False	True	True	False	True	False	-0.0393927113348231	3.9016566364178513	-0.5757863313221405
SC_RS37955		SCO7146	ArsR/SmtB family transcription factor	ArsR	7941058	7941408	+	1	Shielded	351	0.7065527065527065	0.8888888888888888	0.0254398614898097	36.508644288454335	0.04310344827586207	3668540.0	arm	124.29692787345591	False	True	True	False	True	False	0.1205814515527366	-0.9120240982888838	-0.37758627677533985
SC_RS38065		SCO7168	GntR family transcriptional regulator	GntR	7964783	7965457	+	1	Shielded	675	0.717037037037037	0.8933333333333333	0.020995417045365228	30.742626482309692	0.049107142857142856	3692427.0	arm	400.6605810363173	False	True	True	False	True	False	-0.6077899749147638	-1.1403783955633566	-0.07368931251600976
SC_RS38095		SCO7175	SsgA family sporulation/cell division regulator	Other regulatory	7972971	7973441	+	1	Shielded	471	0.6794055201698513	0.8407643312101911	0.07356441916850742	42.91326554026203	0.057692307692307696	3700513.0	arm	13.80642056332474	False	True	True	False	True	False	0.2871589065833566	3.445307612254173	-0.8899775141412395
SC_RS38105		SCO7178	helix-turn-helix transcriptional regulator	HTH (other)	7977963	7978478	+	1	Shielded	516	0.7286821705426356	0.8953488372093024	0.01897991316939618	30.049419146865297	0.03508771929824561	3705527.5	arm	14.089617117847178	False	True	True	False	True	False	0.1202613186117827	4.48199262637807	-0.036615222367680375
SC_RS38175		SCO7192	sigma factor-like helix-turn-helix DNA-binding protein	Sigma factor	7995692	7996294	+	1	Shielded	603	0.736318407960199	0.8855721393034826	0.028756611075215988	34.93587722178487	0.03	3723300.0	arm	104.47231004293354	False	True	True	False	True	False	5.245677928386516	4.474650606417218	-0.17863707858645655
SC_RS38220		SCO7201	MarR family winged helix-turn-helix transcriptional regulator	MarR	8004242	8004748	+	1	Shielded	507	0.7238658777120316	0.9053254437869822	0.009003306591716331	34.111472470998585	0.02976190476190476	3731802.0	arm	73.95741868277366	False	True	True	False	True	False	-0.2875053222151583	-0.7072457259283109	-0.09442279383119298
SC_RS38325		SCO7222	TetR/AcrR family transcriptional regulator	TetR	8027802	8028512	-	1	Shielded	711	0.7454289732770746	0.9324894514767933	0.018160701098094756	33.08801245711834	0.025423728813559324	3755464.0	arm	64.47907124511023	False	True	True	False	True	True	-0.2568892583500227	-0.2108139579555243	-0.012498835100352854
SC_RS38365		SCO7230	response regulator transcription factor	Response regulator	8035811	8036500	+	1	Shielded	690	0.7289855072463768	0.9217391304347826	0.007410380056084076	30.174311325569594	0.048034934497816595	3763462.5	arm	98.69941608676758	False	True	True	False	True	True	0.2579330576947403	-0.2302623316083299	-0.023660271877320543
SC_RS38475		SCO7252	DNA-binding protein NsdB	Other regulatory	8062135	8063643	+	1	Exposed	1509	0.7203445990722332	0.9324055666003976	0.0180768162216991	31.427949244952515	0.021912350597609563	3790196.0	arm	9088.505533318712	False	True	True	False	True	False	9.317497513720548	7.76413546802748	1.4593774959980834
SC_RS38565		SCO7270	LysR family transcriptional regulator	LysR	8079088	8079972	-	1	Shielded	885	0.7502824858757062	0.9661016949152542	0.051772944536555676	27.86929627329356	0.01020408163265306	3806837.0	arm	97.95156958453246	False	True	True	False	True	True	-0.4523750193596417	-0.0908510338806127	0.1862180940920437
SC_RS38605		SCO7278	RNA polymerase sigma factor SigF	Sigma factor	8085400	8086287	-	1	Shielded	888	0.6880630630630631	0.9391891891891891	0.024860438810490604	31.33825425840877	0.023728813559322035	3813150.5	arm	371.917248020774	False	True	True	False	True	False	0.7577641624538549	0.3436713476810585	0.12062712932472182
SC_RS38610		SCO7279	helix-turn-helix domain-containing protein	HTH (other)	8086495	8086968	+	1	Exposed	474	0.7827004219409283	0.9050632911392406	0.009265459239457985	31.267058828633974	0.03184713375796178	3814038.5	arm	213.16598296206575	False	True	True	False	True	False	1.5122439263738874	1.437287270168461	-0.0011961744297065385
SC_RS38660		SCO7289	SsgA family sporulation/cell division regulator	Other regulatory	8094134	8094562	-	1	Shielded	429	0.7505827505827506	0.9790209790209791	0.06469222864228052	31.08992913640659	0.0	3821655.0	arm	19.63719994816435	False	True	True	False	True	False	-0.2219314978556929	0.6912679251948632	-0.045401134596908976
SC_RS38730		SCO7303	TetR/AcrR family transcriptional regulator	TetR	8111024	8111647	+	1	Shielded	624	0.7371794871794872	0.9519230769230769	0.03759432654437833	30.598303530219397	0.01932367149758454	3838642.5	arm	42.999948598706574	False	True	True	False	True	True	-0.3554975083925613	-0.2551597003777474	0.008410080023406779
SC_RS38745		SCO7306	WhiB family transcriptional regulator	WhiB	8113809	8114060	-	1	Shielded	252	0.7380952380952381	0.9285714285714286	0.014242678192730063	33.00847582013469	0.012048192771084338	3841241.5	arm	20.73907514107083	False	True	True	False	True	False	1.3600240391579397	1.242809037516422	-0.03100402029839793
SC_RS38750		SCO7307	LysR family transcriptional regulator ArgP	LysR	8114185	8115087	-	1	Shielded	903	0.7585825027685493	0.9534883720930233	0.039159621714324744	29.527855638199597	0.016666666666666666	3841943.0	arm	87.99549577769352	False	True	True	False	True	False	0.9655255008363708	-0.2221076953430324	0.14005908076256351
SC_RS38785		SCO7314	SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	8120541	8121440	+	1	Exposed	900	0.7166666666666667	0.9066666666666666	0.00766208371203192	29.95363740000137	0.04013377926421405	3848297.5	arm	72.93538087547012	False	True	True	False	True	False	1.9292968279677385	1.4941315998411235	0.09226549496165229
SC_RS38825		SCO7322	anti-sigma regulatory factor	Anti-sigma	8129858	8130298	-	1	Shielded	441	0.7324263038548753	0.9387755102040817	0.024446759825383135	30.79459035038192	0.02054794520547945	3857385.0	arm	166.7195770043609	False	True	True	False	True	False	0.1623930521528462	-0.8057240244636075	0.014751524970912564
SC_RS38920		SCO7341	SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	8154965	8155756	-	1	Shielded	792	0.7133838383838383	0.9166666666666666	0.0023379162879680893	31.30900071766214	0.03802281368821293	3882667.5	arm	17.45751075443066	False	True	True	False	True	False	0.1821825681641175	3.6444000821895	0.04526182850411579
SC_RS38950		SCO7347	TetR/AcrR family transcriptional regulator	TetR	8161308	8161964	+	1	Shielded	657	0.7382039573820396	0.958904109589041	0.0445753592103425	30.667539519697993	0.009174311926605505	3888943.0	arm	152.87166950383596	False	True	True	False	True	False	-1.2377428889750035	-1.576357477071348	0.07044998239050908
SC_RS38960		SCO7351	helix-turn-helix transcriptional regulator	HTH (other)	8163903	8164718	+	1	Shielded	816	0.7438725490196079	0.9227941176470589	0.008465367268360335	30.602441795704358	0.014760147601476014	3891617.5	arm	31.153814274169676	False	True	True	False	True	False	1.5749940463613954	2.3886061928215576	0.21472560873111848
SC_RS39010		SCO7361	helix-turn-helix domain-containing protein	HTH (other)	8173887	8175416	+	1	Shielded	1530	0.765359477124183	0.9352941176470588	0.02096536726836029	30.868204769038837	0.023575638506876228	3901958.5	arm	235.58105018895975	False	True	True	False	True	False	-0.7028200230209442	-0.6859652564707678	0.31269862409032845
SC_RS39025		SCO7364	TetR/AcrR family transcriptional regulator	TetR	8177482	8178147	-	1	Shielded	666	0.7672672672672672	0.9594594594594594	0.04513070908076089	30.456253593040582	0.00904977375565611	3905121.5	arm	80.7133968346278	False	True	True	False	True	True	-0.4913578887678504	0.1443613520378315	0.06948358166372247
SC_RS39260		SCO7411	LacI family DNA-binding transcriptional regulator	LacI	8225904	8226962	+	1	Exposed	1059	0.7469310670443815	0.9603399433427762	0.04601119296407763	29.88950264285169	0.011363636363636364	3953740.0	arm	49.32886052421125	False	True	True	False	True	False	0.6752788836681285	1.1268958401806786	0.17295388304148737
SC_RS39325		SCO7424	MarR family winged helix-turn-helix transcriptional regulator	MarR	8238976	8239428	+	1	Shielded	453	0.7483443708609272	0.9470198675496688	0.032691117170970285	29.2168228368651	0.006666666666666667	3966509.0	arm	49.35218837276297	False	True	True	False	True	False	2.328423106585965	0.5473878904139078	0.12007559218515265
SC_RS39340	nsrR	SCO7427	nitric oxide-sensing transcriptional repressor NsrR	Repressor	8241835	8242281	+	1	Shielded	447	0.7315436241610739	0.8791946308724832	0.03513411950621537	32.45675583305922	0.033783783783783786	3969365.0	arm	565.4581709778076	True	True	True	False	True	False	2.076088368562657	0.1670439208019168	0.4117994476179727
SC_RS39370		SCO7433	LysR family transcriptional regulator	LysR	8246125	8247111	+	1	Shielded	987	0.7558257345491388	0.9361702127659575	0.021841462387258925	29.393257904022885	0.018292682926829267	3973925.0	arm	28.759017427300137	False	True	True	False	True	False	-0.013077225448528	2.4134707867686496	0.2222364539382657
SC_RS39395		SCO7438	LysR family transcriptional regulator	LysR	8252589	8253524	+	1	Shielded	936	0.7232905982905983	0.9519230769230769	0.03759432654437833	30.756522783679237	0.012861736334405145	3980363.5	arm	30.481502401301757	False	True	True	False	True	False	-0.6075084523896809	0.5218554850903218	0.13168454576880712
SC_RS39410		SCO7441	TetR/AcrR family transcriptional regulator	TetR	8255351	8255941	+	1	Shielded	591	0.6971235194585449	0.9035532994923858	0.01077545088631271	37.69719340473645	0.05102040816326531	3982953.0	arm	68.19707319421772	False	True	True	False	True	True	0.0970040238191012	-0.4099594183649963	-0.35393266114617233
SC_RS39630		SCO7486	ROK family transcriptional regulator	ROK	8296646	8297848	-	1	Shielded	1203	0.742310889443059	0.940149625935162	0.025820875556463507	30.514905995098655	0.035	4024554.0	arm	196.9482457611606	False	True	True	False	True	False	-0.7621827406415761	-0.9357515238717866	0.13030185686634593
SC_RS39685		SCO7497	AraC family transcriptional regulator	AraC	8308924	8309703	+	1	Shielded	780	0.7551282051282051	0.9615384615384616	0.047209711159763024	28.381176392657352	0.023166023166023165	4036620.5	arm	35.102794692548805	False	True	True	False	True	False	-0.6376665096956609	0.1882974611216328	0.060289198820272054
SC_RS39690		SCO7498	GntR family transcriptional regulator	GntR	8309894	8310544	-	1	Shielded	651	0.7403993855606759	0.9493087557603687	0.03498000538167012	32.04842241419274	0.009259259259259259	4037526.0	arm	92.82183145714812	False	True	True	False	True	False	-1.9134663438208523	-1.7160385174331094	0.05266917787831771
SC_RS39710		SCO7502	LacI family DNA-binding transcriptional regulator	LacI	8314675	8315715	-	1	Shielded	1041	0.7243035542747358	0.9106628242074928	0.003665926171205758	33.526204186512395	0.028901734104046242	4042502.0	arm	161.12585088353387	False	True	True	False	True	True	0.0152221707013668	-0.4425878220233318	0.11218749052528634
SC_RS39760		SCO7512	GlxA family transcriptional regulator	Other regulatory	8326492	8327448	-	1	Shielded	957	0.7533960292580982	0.9467084639498433	0.032379713571144775	31.06182780013187	0.03459119496855346	4054277.0	arm	38.27165550165242	False	True	True	False	True	False	-0.0096515123551182	0.7135339354704368	-0.001768849454384404
SC_RS39790		SCO7518	TetR/AcrR family transcriptional regulator	TetR	8333583	8334140	-	1	Shielded	558	0.7240143369175627	0.9408602150537635	0.026531464675064953	32.39775907764546	0.010810810810810811	4061168.5	arm	131.9194194766694	False	True	True	False	True	False	0.7829044673158415	-1.491562858746033	0.045059772415053434
SC_RS39835		SCO7527	helix-turn-helix transcriptional regulator	HTH (other)	8346301	8347302	-	1	Shielded	1002	0.7854291417165669	0.9670658682634731	0.05273711788477453	30.84130011476892	0.006006006006006006	4074108.5	arm	25.625647474586028	False	True	True	False	True	False	0.9972933086261436	2.1177200988694715	0.12970732747142916
SC_RS39845		SCO7529	winged helix DNA-binding domain-containing protein	HTH (other)	8347854	8348954	+	1	Shielded	1101	0.7774750227066304	0.9455040871934605	0.031175336814761923	29.833921576717987	0.01366120218579235	4075711.0	arm	39.96813512470109	False	True	True	False	True	False	1.189739955564859	1.4624229895939105	0.23211393727433283
SC_RS39850		SCO7530	MerR family transcriptional regulator	MerR	8348997	8350073	-	1	Exposed	1077	0.7520891364902507	0.935933147632312	0.021604397253613405	31.264987573465962	0.03910614525139665	4076842.0	arm	50.89051971920797	False	True	True	False	True	False	0.804545404597441	1.6906408230956813	0.039793724606479466
