SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	all_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	product
SCO6248	SC_RS33490	alc	chromosome	6871127	6872257	+	no		Amidase	NA	0	no	NA	NA	NA	allantoicase
SCO6249	SC_RS33495		chromosome	6872329	6873105	-	no		CBM_5_12;LPMO_10	NA	0	no	NA	NA	NA	SDR family oxidoreductase
SCO6250	SC_RS33500		chromosome	6873230	6873760	+	no		AMP-binding	NA	0	no	NA	NA	NA	MFS transporter
SCO6251	SC_RS33505		chromosome	6873849	6874406	+	no		BetaGal_ABD_1;BetaGal_gal-bd;Glyco_hydro_35	NA	0	no	NA	NA	NA	NADPH-dependent FMN reductase
SCO6252	SC_RS33510		chromosome	6874704	6874904	-	no		F5_F8_type_C;F5_F8_type_C_2;GH101_dom-5;GalBD_like;Gal_mutarotas_3;Glyco_hyd_101C;Glyco_hydro_101;NPCBM_assoc	NA	0	no	NA	NA	NA	hypothetical protein
SCO6253	SC_RS33515		chromosome	6875083	6876336	+	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	NA	1	no	NA	LacI	pfam;CastroMelchor	sensor histidine kinase
SCO6254	SC_RS33520		chromosome	6876381	6877070	+	no			NA	1	no	NA	NA	CastroMelchor	response regulator transcription factor
SCO6255	SC_RS33525		chromosome	6877162	6878175	-	no		Abhydrolase_1;Abhydrolase_6	NA	0	no	NA	NA	NA	Gfo/Idh/MocA family protein
SCO6256	SC_RS33530		chromosome	6878304	6879041	+	no		HATPase_c;HisKA	TF	1	no	NA	Unclassified_TF	ZorroAranda;CastroMelchor	myo-inositol degradation transcriptional regulator
SCO6257	SC_RS33535		chromosome	6879297	6880301	+	yes	Response_reg;Trans_reg_C	Response_reg;Trans_reg_C	NA	0	no	NA	LuxR	pfam	sugar ABC transporter substrate-binding protein
SCO6258	SC_RS33540		chromosome	6880298	6881338	+	no		PAP2	NA	0	no	NA	NA	NA	ABC transporter permease
SCO6259	SC_RS33545		chromosome	6881335	6882126	+	no		PAP2	NA	0	no	NA	NA	NA	ATP-binding cassette domain-containing protein
SCO6260	SC_RS33550		chromosome	6882242	6883390	+	no		VTT_dom	NA	0	no	NA	NA	NA	ROK family glucokinase
SCO6261	SC_RS33555		chromosome	6883387	6883968	+	no		Penicillinase_R	NA	0	no	NA	NA	NA	hypothetical protein
SCO6262	SC_RS33560		chromosome	6884138	6887071	+	no		Peptidase_M48;Peptidase_M56	NA	0	no	NA	NA	NA	DEAD/DEAH box helicase
SCO6263	SC_RS33565		chromosome	6887515	6889461	+	no		AAA_21;ABC_tran	NA	0	no	NA	NA	NA	SWIM zinc finger family protein
SCO6264	SC_RS33570	scbB	chromosome	6889624	6890412	+	no		ABC2_membrane_4	NA	0	no	NA	NA	NA	A-factor type gamma-butyrolactone 6-reductase ScbB
SCO6265	SC_RS33575		chromosome	6890528	6891175	-	no		DUF7134;HATPase_c;HisKA_3	global	1	no	NA	Unclassified_TF	ZorroAranda;CastroMelchor	ScbR family autoregulator-binding transcription factor
SCO6266	SC_RS33580	scbA	chromosome	6891293	6892237	+	yes	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2	TF	0	no	NA	LuxR	pfam;ZorroAranda	gamma-butyrolactone biosynthesis protein ScbA
SCO6267	SC_RS33585	scbC	chromosome	6892353	6893207	+	yes	Response_reg;Trans_reg_C	Response_reg;Trans_reg_C	NA	0	no	NA	LuxR	pfam	butenolide phosphate reductase ScbC
SCO6268	SC_RS33590		chromosome	6893258	6894079	-	no		FtsX;MacB_PCD	NA	1	no	NA	NA	CastroMelchor	sensor histidine kinase
SCO6269	SC_RS33595		chromosome	6894148	6895200	-	no		AAA_21;ABC_tran	NA	0	no	NA	NA	NA	2-oxoacid:ferredoxin oxidoreductase subunit beta
SCO6270	SC_RS33600		chromosome	6895193	6897085	-	no		AAA_21;ABC_tran;SMC_N	NA	0	no	NA	NA	NA	2-oxoacid:acceptor oxidoreductase subunit alpha
SCO6271	SC_RS33605		chromosome	6897089	6898861	-	no			NA	0	no	NA	NA	NA	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
SCO6272	SC_RS33610		chromosome	6899170	6900822	+	no		HAMP;HATPase_c;HisKA	NA	0	no	NA	NA	NA	FAD-binding oxidoreductase
SCO6273	SC_RS33615		chromosome	6900898	6907317	-	no		SBF	NA	0	no	NA	NA	NA	thioester reductase domain-containing protein
SCO6275	SC_RS33625		chromosome	6918286	6931959	-	no		DUF347	NA	0	no	NA	NA	NA	type I polyketide synthase
SCO6276	SC_RS33630		chromosome	6932285	6933607	+	no		DUF6056	NA	0	no	NA	NA	NA	FAD-dependent oxidoreductase
SCO6277	SC_RS33635		chromosome	6933604	6934464	+	no		Glyco_tranf_2_3;Glycos_transf_2;GtrA_DPMS_TM	NA	0	no	NA	NA	NA	alpha/beta fold hydrolase
SCO6278	SC_RS33640		chromosome	6934507	6936138	+	no		Fasciclin	NA	0	no	NA	NA	NA	MFS transporter
SCO6279	SC_RS33645		chromosome	6936149	6937705	+	no			NA	0	no	NA	NA	NA	aspartate aminotransferase family protein
SCO6280	SC_RS33650		chromosome	6938024	6939643	+	no		PIG-L;Ricin_B_lectin	TF	1	no	NA	Unclassified_TF	ZorroAranda;CastroMelchor	AfsR/SARP family transcriptional regulator
SCO6281	SC_RS33655		chromosome	6939907	6941544	+	no		VTT_dom	NA	1	no	NA	NA	CastroMelchor	FAD-binding oxidoreductase
SCO6282	SC_RS33660		chromosome	6941746	6942516	-	no		PI-PLC-C1	NA	0	no	NA	NA	NA	SDR family oxidoreductase
SCO6283	SC_RS33665		chromosome	6942661	6943506	+	no			NA	0	no	NA	NA	NA	NAD(P)H-binding protein
SCO6284	SC_RS33670		chromosome	6943673	6945265	+	no		Beta-lactamase2	NA	0	no	NA	NA	NA	acyl-CoA carboxylase subunit beta
SCO6285	SC_RS33675		chromosome	6945280	6945543	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO6286	SC_RS33680		chromosome	6945705	6946379	-	no		LPG_synthase_C;tRNA-synt_2_TM	global	1	no	NA	Unclassified_TF	ZorroAranda;CastroMelchor	ScbR family autoregulator-binding transcription factor
SCO6287	SC_RS33685		chromosome	6946617	6947423	+	no		AA_permease_2	NA	1	no	NA	NA	CastroMelchor	thioesterase II family protein
SCO6288	SC_RS33690		chromosome	6947569	6948414	+	no			NA	1	no	NA	NA	CastroMelchor	AfsR/SARP family transcriptional regulator
SCO6289	SC_RS33695		chromosome	6948595	6949758	+	no		SpoIIE	NA	0	no	NA	NA	NA	NAD(P)/FAD-dependent oxidoreductase
SCO6290	SC_RS33700		chromosome	6949755	6950009	+	no			NA	0	no	NA	NA	NA	(2Fe-2S)-binding protein
SCO6291	SC_RS33705		chromosome	6950002	6951537	+	no		DEDD_Tnp_IS110;Transposase_20	NA	0	no	NA	NA	NA	FAD/NAD(P)-dependent oxidoreductase
SCO6292	SC_RS33710		chromosome	6951534	6952430	+	no		Mu-transpos_C_2;rve	NA	0	no	NA	NA	NA	dihydrodipicolinate synthase family protein
SCO6293	SC_RS33715		chromosome	6952433	6953434	+	no		AAA;IstB_IS21;nSTAND3	NA	0	no	NA	NA	NA	proline racemase family protein
SCO6294	SC_RS33720		chromosome	6953679	6954356	-	no			TF	1	no	NA	GntR	ZorroAranda;CastroMelchor	GntR family transcriptional regulator
SCO6295	SC_RS33725		chromosome	6954616	6956604	+	no			NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO6296	SC_RS33730		chromosome	6956543	6957022	-	no		DEDD_Tnp_IS110;Transposase_20	NA	0	no	NA	NA	NA	thioesterase family protein
SCO6297	SC_RS33735		chromosome	6957019	6957975	-	no		DinB_2;MST	NA	0	no	NA	NA	NA	3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein
SCO6298	SC_RS33740		chromosome	6957972	6958898	-	no		DUF4096;Recombinase;Resolvase;Zn_ribbon_recom	NA	0	no	NA	NA	NA	beta-keto acid cleavage family enzyme
SCO6299	SC_RS33745		chromosome	6958987	6959844	-	no		G_glu_transpept	NA	1	no	NA	NA	CastroMelchor	TetR/AcrR family transcriptional regulator
SCO6300	SC_RS33750		chromosome	6959963	6961810	-	yes	Sigma54_activat	AAA;AAA_16;AAA_2;AAA_22;AAA_5;AAA_lid_9;ClpB_D2-small;Clp_N;NBD_SMAX1;Sigma54_activat;UVR	NA	0	no	NA	Sigma	pfam	glycoside hydrolase family 3 protein
SCO6303	SC_RS33760		chromosome	6962349	6963320	-	no		Peptidase_M24	NA	0	no	NA	NA	NA	fumarylacetoacetate hydrolase family protein
SCO6304	SC_RS33765		chromosome	6963368	6964300	-	yes	HTH_26;HTH_3;HTH_31	HTH_26;HTH_3;HTH_31	NA	0	no	NA	HTH_other	pfam	VOC family protein
SCO6305	SC_RS33770		chromosome	6964306	6965304	-	no		CN_hydrolase	NA	0	no	NA	NA	NA	amidohydrolase family protein
SCO6306	SC_RS33775		chromosome	6965355	6966485	-	no		Aminotran_3	NA	0	no	NA	NA	NA	FAD-dependent oxidoreductase
SCO6307	SC_RS33780		chromosome	6966512	6967474	-	yes	HTH_30	HTH_30;PucR	NA	0	no	NA	HTH_other	pfam	cyclase family protein
SCO6308	SC_RS33785		chromosome	6967471	6968472	-	no		CN_hydrolase	NA	0	no	NA	NA	NA	fumarylacetoacetate hydrolase family protein
SCO6309	SC_RS33790		chromosome	6968600	6969571	+	no		Amidohydro_1;Amidohydro_3;DHOase	NA	1	no	NA	NA	CastroMelchor	LysR family transcriptional regulator
SCO6310	SC_RS33795		chromosome	6970033	6971376	+	no		Bac_luciferase	NA	0	no	NA	NA	NA	cytochrome P450
SCO6311	SC_RS33800		chromosome	6971557	6971979	+	no		Transp_cyt_pur	NA	0	no	NA	NA	NA	hypothetical protein
SCO6312	SC_RS33805		chromosome	6972028	6972675	-	no		Beta_helix;NosD;Pect-lyase_RHGA_epim	NA	0	no	NA	NA	NA	ScbR family autoregulator-binding transcription factor
SCO6313	SC_RS33810		chromosome	6972975	6974066	-	no		DUF3558	NA	0	no	NA	NA	NA	DUF475 domain-containing protein
SCO6318	SC_RS33815		chromosome	6975868	6976401	-	no		CMD	NA	0	no	NA	NA	NA	TerD family protein
SCO6319	SC_RS33820		chromosome	6976897	6977634	+	no		HATPase_c;HisKA_3	NA	0	no	NA	NA	NA	DUF3152 domain-containing protein
SCO6320	SC_RS33825		chromosome	6977697	6979403	-	yes	GerE;Response_reg;Sigma70_r4_2	GerE;Response_reg;Sigma70_r4_2	NA	0	no	NA	LuxR	pfam	chloride channel protein
SCO6321	SC_RS33830		chromosome	6980436	6981524	+	no		LplA-B_cat	NA	0	no	NA	NA	NA	PP2C family protein-serine/threonine phosphatase
	SC_RS33840		chromosome	6982905	6983147	+	no		HAMP;HATPase_c;HisKA_3	NA	0	no	NA	NA	NA	hypothetical protein
SCO6323	SC_RS33845		chromosome	6983231	6983887	-	yes	HTH_18;HTH_AraC	HTH_18;HTH_AraC	NA	1	no	NA	HTH_other	pfam;CastroMelchor	ScbR family autoregulator-binding transcription factor
SCO6324	SC_RS33850		chromosome	6984273	6984983	+	no			NA	0	no	NA	NA	NA	HAD family hydrolase
SCO6326	SC_RS33860		chromosome	6986787	6987242	-	no		MFS_1;MFS_3	NA	0	no	NA	NA	NA	DUF7144 family membrane protein
SCO6327	SC_RS33865		chromosome	6987274	6987738	-	no		CBM_35_2;CBM_6;Glyco_hydro_92;Glyco_hydro_92N;PAP2;fn3	NA	0	no	NA	NA	NA	SHOCT domain-containing protein
SCO6328	SC_RS33870		chromosome	6987864	6988244	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO6330	SC_RS33875		chromosome	6988456	6989079	+	no		MFS_1;MFS_3	NA	0	no	NA	NA	NA	potassium channel family protein
SCO6331	SC_RS33880		chromosome	6989076	6990485	+	no		AMP-binding;AMP-binding_C;Condensation;PP-binding	NA	0	no	NA	NA	NA	DUF2252 domain-containing protein
SCO6332	SC_RS33885		chromosome	6990537	6990734	-	no		AMP-binding;AMP-binding_C;Condensation;PP-binding;Thioesterase	NA	0	no	NA	NA	NA	hypothetical protein
SCO6333	SC_RS33890		chromosome	6990876	6991409	-	no		Cupin_3	NA	0	no	NA	NA	NA	hypothetical protein
SCO6334	SC_RS33895		chromosome	6991755	6994433	-	no		Lys_Orn_oxgnase	NA	1	no	NA	NA	CastroMelchor	LuxR C-terminal-related transcriptional regulator
	SC_RS33900		chromosome	6994439	6994627	-	yes	AraC_binding	AraC_binding;Cupin_2	NA	0	no	NA	AraC	pfam	hypothetical protein
SCO6339	SC_RS33915	pcaDC	chromosome	6998012	6999361	+	no		tRNA-synt_1;tRNA-synt_1g	NA	0	no	NA	NA	NA	bifunctional 3-oxoadipate enol-lactonase/4-carboxymuconolactone decarboxylase PcaDC
SCO6340	SC_RS33920		chromosome	6999405	7000040	+	no		ATP-grasp_3;ATP-grasp_4;ATPgrasp_N;CPSase_L_D2	NA	0	no	NA	NA	NA	MBL fold metallo-hydrolase
SCO6341	SC_RS33925		chromosome	7000095	7000874	+	no		Orn_Arg_deC_N;Orn_DAP_Arg_deC	NA	0	no	NA	NA	NA	exodeoxyribonuclease III
SCO6342	SC_RS33930		chromosome	7000969	7001376	+	no		CSD	NA	0	no	NA	NA	NA	DUF6278 family protein
SCO6344	SC_RS33935		chromosome	7001616	7003223	-	no		4HFCP_synth	NA	0	no	NA	NA	NA	amidase family protein
SCO6345	SC_RS33940		chromosome	7003454	7004212	+	no		Aldedh	NA	0	no	NA	NA	NA	lytic polysaccharide monooxygenase
SCO6346	SC_RS33945		chromosome	7004372	7004848	+	no		ADH_N;ADH_zinc_N	NA	0	no	NA	NA	NA	AMP-binding protein
SCO6347	SC_RS33950		chromosome	7004952	7006739	+	no		LCM	NA	0	no	NA	NA	NA	glycoside hydrolase family 35 protein
SCO6348	SC_RS33955		chromosome	7006807	7010859	-	no		G_glu_transpept	NA	0	no	NA	NA	NA	endo-alpha-N-acetylgalactosaminidase family protein
SCO6349	SC_RS33960		chromosome	7011086	7012171	+	no		Inositol_P	NA	1	no	NA	NA	CastroMelchor	LacI family DNA-binding transcriptional regulator
SCO6350	SC_RS33965		chromosome	7012204	7012788	-	no		Acetyltransf_1;Acetyltransf_7;Acetyltransf_CG;FR47	NA	0	no	NA	NA	NA	TetR/AcrR family transcriptional regulator
SCO6351	SC_RS33970		chromosome	7012868	7013566	+	no		FMN_red;Flavodoxin_2	NA	0	no	NA	NA	NA	alpha/beta hydrolase
SCO6353	SC_RS33980		chromosome	7014907	7016286	-	yes	HTH_18;HTH_AraC	Cupin_6;HTH_18;HTH_AraC	NA	1	no	NA	HTH_other	pfam;CastroMelchor	sensor histidine kinase
SCO6354	SC_RS33985		chromosome	7016283	7016945	-	no		Amino_oxidase;DAO;FAD_oxidored;NAD_binding_8;Thi4	NA	1	no	NA	NA	CastroMelchor	response regulator transcription factor
SCO6355	SC_RS33990		chromosome	7016899	7017717	-	no		Macro	NA	1	no	NA	NA	CastroMelchor	phosphatase PAP2 family protein
SCO6356	SC_RS33995		chromosome	7017714	7018319	-	no		SBP_bac_5	NA	1	no	NA	NA	CastroMelchor	phosphatase PAP2 family protein
SCO6357	SC_RS34000		chromosome	7018316	7018984	-	no		BPD_transp_1;BPD_transp_1_N	NA	1	no	NA	NA	CastroMelchor	DedA family protein
SCO6358	SC_RS34005		chromosome	7019120	7019509	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	BlaI/MecI/CopY family transcriptional regulator
SCO6359	SC_RS34010		chromosome	7019506	7020435	+	no		ABC_tran;oligo_HPY	NA	0	no	NA	NA	NA	M48 family metalloprotease
SCO6360	SC_RS34015		chromosome	7020934	7021872	+	no		AAA_21;ABC_tran	NA	1	no	NA	NA	CastroMelchor	ABC transporter ATP-binding protein
SCO6361	SC_RS34020		chromosome	7021869	7022708	+	no		RicinB_lectin_2;Ricin_B_lectin	NA	1	no	NA	NA	CastroMelchor	ABC transporter permease
SCO6362	SC_RS34025		chromosome	7022736	7024016	+	no		Bgal_small_N;Glyco_hydro_2;Glyco_hydro_2_C;Glyco_hydro_2_N;Glyco_hydro_2_N2;LacZ_4;Laminin_G_3	NA	1	no	NA	NA	CastroMelchor	sensor histidine kinase
SCO6363	SC_RS34030		chromosome	7024013	7024681	+	no		DUF72	NA	1	no	NA	NA	CastroMelchor	response regulator
SCO6364	SC_RS34035		chromosome	7024745	7025473	-	yes	HTH_20;HTH_5	HTH_20;HTH_5	NA	1	no	NA	HTH_other	pfam;CastroMelchor	response regulator transcription factor
SCO6365	SC_RS34040		chromosome	7025526	7028168	-	no		E1-E2_ATPase;Hydrolase	NA	1	no	NA	NA	CastroMelchor	FtsX-like permease family protein
SCO6366	SC_RS34045		chromosome	7028165	7028854	-	yes	HTH_18;HTH_AraC	Ada_Zn_binding;AlkA_N;HTH_18;HTH_AraC;HhH-GPD	NA	1	no	NA	HTH_other	pfam;CastroMelchor	ABC transporter ATP-binding protein
SCO6367	SC_RS34050		chromosome	7028841	7029569	-	yes	DNA_binding_1	DNA_binding_1;Methyltransf_1N	NA	1	no	NA	Other_TF	pfam;CastroMelchor	ABC transporter ATP-binding protein
SCO6368	SC_RS34055		chromosome	7029575	7030195	-	no		Bac_luciferase	NA	1	no	NA	NA	CastroMelchor	lipoprotein
SCO6369	SC_RS34060		chromosome	7030354	7031664	+	no		SIR2	NA	1	no	NA	NA	CastroMelchor	HAMP domain-containing sensor histidine kinase
SCO6370	SC_RS34065		chromosome	7031672	7032706	-	no		NUDIX	NA	0	no	NA	NA	NA	bile acid:sodium symporter family protein
SCO6371	SC_RS34070		chromosome	7032798	7033637	+	no		Gly_kinase	NA	0	no	NA	NA	NA	COG4705 family protein
SCO6373	SC_RS34075		chromosome	7034266	7035663	-	no		CDP-OH_P_transf	NA	0	no	NA	NA	NA	DUF6056 family protein
SCO6374	SC_RS34080		chromosome	7035788	7037224	-	no		PS_Dcarbxylase	NA	0	no	NA	NA	NA	glycosyltransferase
SCO6375	SC_RS34085		chromosome	7037737	7038399	-	no		ACOX_C_alpha1;Acyl-CoA_dh_1;Acyl-CoA_dh_2;Acyl-CoA_dh_M;Acyl-CoA_dh_N	NA	0	no	NA	NA	NA	fasciclin domain-containing protein
SCO6376	SC_RS34090		chromosome	7038757	7039656	+	no		MC_hydratase;MaoC_dehydratas	NA	0	no	NA	NA	NA	hypothetical protein
SCO6377	SC_RS34095		chromosome	7039699	7040895	-	no		DUF6986;HpcH_HpaI	NA	0	no	NA	NA	NA	ricin-type beta-trefoil lectin domain protein
SCO6379	SC_RS34105		chromosome	7042054	7042737	-	no		B12-binding;MM_CoA_mutase	NA	0	no	NA	NA	NA	DedA family protein
SCO6381	SC_RS34115		chromosome	7043724	7045040	-	no		ADH_N;ADH_zinc_N;ADH_zinc_N_2	NA	0	no	NA	NA	NA	Ca2+-dependent phosphoinositide-specific phospholipase C
	SC_RS34120		chromosome	7046100	7046327	-	yes	TetR_N	TetR_N	NA	0	no	NA	TetR	pfam	hypothetical protein
SCO6382	SC_RS34125		chromosome	7046618	7047526	+	no		3HCDH;3HCDH_N;ApbA;F420_oxidored;NAD_binding_2	NA	0	no	NA	NA	NA	serine hydrolase
SCO6383	SC_RS34135		chromosome	7048443	7049126	-	no		HEAT_2;HEAT_PBS	NA	0	no	NA	NA	NA	hypothetical protein
SCO6384	SC_RS34140		chromosome	7049382	7051151	-	no		Acetyltransf_1;Acetyltransf_10;Acetyltransf_7;FR47	NA	0	no	NA	NA	NA	phosphatidylglycerol lysyltransferase domain-containing protein
SCO6385	SC_RS34145		chromosome	7051526	7053478	-	no		Ribonuc_L-PSP	NA	0	no	NA	NA	NA	APC family permease
SCO6387	SC_RS34155		chromosome	7054118	7054684	+	no		Abhydrolase_1;Abhydrolase_4	NA	0	no	NA	NA	NA	hypothetical protein
SCO6390	SC_RS34165		chromosome	7056261	7057292	+	no		ABM	NA	0	no	NA	NA	NA	PP2C family protein-serine/threonine phosphatase
SCO6391	SC_RS34170		chromosome	7057809	7059026	+	no		Radical_SAM	NA	0	no	NA	NA	NA	IS110-like element IS110 family transposase
SCO6392	SC_RS34175		chromosome	7059104	7060183	-	no		Polyketide_cyc2	NA	0	no	NA	NA	NA	IS110 family RNA-guided transposase
SCO6393	SC_RS34180	istA	chromosome	7060486	7061838	+	no		CarbopepD_reg_2;CarboxypepD_reg;DUF1416;MFS_1;NOMO1-like_2nd;SdrD_B;SpaA;Sugar_tr;TRI12	NA	0	no	NA	NA	NA	IS21 family transposase
SCO6394	SC_RS34185	istB	chromosome	7061835	7062605	+	no		GAF_2;HATPase_c;HATPase_c_2;PAS;SpoIIE	NA	0	no	NA	NA	NA	IS21-like element helper ATPase IstB
SCO6396	SC_RS34195		chromosome	7063621	7064501	+	no		Methyltransf_11;Methyltransf_12;Methyltransf_23;Methyltransf_25;TPMT	NA	0	no	NA	NA	NA	IS5-like element IS1648 family transposase
SCO6399	SC_RS34205		chromosome	7065214	7065699	-	no		Peptidase_M55	NA	0	no	NA	NA	NA	hypothetical protein
SCO6400	SC_RS34210		chromosome	7066309	7067553	+	no		M20_dimer;Peptidase_M20;Peptidase_M28	NA	0	no	NA	NA	NA	IS110-like element IS117 family transposase
SCO6401	SC_RS34215		chromosome	7067605	7068132	-	no		PD40;Peptidase_S9	NA	0	no	NA	NA	NA	DinB family protein
SCO6405	SC_RS34220		chromosome	7069508	7071526	+	no		Peptidase_S66;Peptidase_S66C	NA	0	no	NA	NA	NA	recombinase family protein
SCO6407	SC_RS34230	ggt	chromosome	7071944	7073755	+	no		Acetyltransf_1;Acetyltransf_3	NA	0	no	NA	NA	NA	gamma-glutamyltransferase
SCO6408	SC_RS34235		chromosome	7073756	7076284	-	no		DUF6204	NA	0	no	NA	NA	NA	ATP-dependent Clp protease ATP-binding subunit
SCO6409	SC_RS34240	map	chromosome	7076437	7077213	-	no		DUF5107	NA	0	no	NA	NA	NA	type I methionyl aminopeptidase
SCO6410	SC_RS34245		chromosome	7077312	7077563	+	no			NA	1	no	NA	NA	CastroMelchor	helix-turn-helix domain-containing protein
SCO6411	SC_RS34250		chromosome	7077746	7078588	+	no		Phage_holin_3_6	NA	1	no	NA	NA	CastroMelchor	hydrolase
SCO6412	SC_RS34255		chromosome	7078585	7079868	+	no		Bac_luciferase	NA	1	no	NA	NA	CastroMelchor	aspartate aminotransferase family protein
SCO6413	SC_RS34260		chromosome	7079908	7081521	+	no		Pyr_redox;Pyr_redox_2	NA	1	no	NA	NA	CastroMelchor	PucR family transcriptional regulator
SCO6414	SC_RS34265		chromosome	7081657	7082499	+	no		E1_dh;Transket_pyr;Transketolase_C;Transketolase_N	NA	0	no	NA	NA	NA	nitrilase-related carbon-nitrogen hydrolase
SCO6415	SC_RS34270	hydA	chromosome	7082535	7083938	+	no		DNA_primase_S;LigD_Prim-Pol	NA	0	no	NA	NA	NA	dihydropyrimidinase
SCO6416	SC_RS34275		chromosome	7083950	7084972	+	no		GvpO	NA	0	no	NA	NA	NA	TIGR03842 family LLM class F420-dependent oxidoreductase
SCO6417	SC_RS34280		chromosome	7085082	7086635	+	no		Gas_vesicle	NA	0	no	NA	NA	NA	NCS1 family nucleobase:cation symporter-1
SCO6418	SC_RS34285		chromosome	7086736	7088364	-	no		GvpL_GvpF	NA	0	no	NA	NA	NA	right-handed parallel beta-helix repeat-containing protein
SCO6419	SC_RS34290		chromosome	7088518	7089174	-	no		GvpG	NA	0	no	NA	NA	NA	hypothetical protein
SCO6420	SC_RS34295		chromosome	7089432	7090445	-	no			NA	0	no	NA	NA	NA	carboxymuconolactone decarboxylase family protein
SCO6421	SC_RS34300		chromosome	7090613	7091761	+	no		Polyketide_cyc	NA	1	no	NA	NA	CastroMelchor	sensor histidine kinase
SCO6422	SC_RS34305		chromosome	7091758	7092432	+	no		Gas_vesicle	NA	1	no	NA	NA	CastroMelchor	response regulator
SCO6423	SC_RS34310		chromosome	7092451	7093515	-	no		GvpL_GvpF	NA	1	no	NA	NA	CastroMelchor	lipoate--protein ligase family protein
SCO6424	SC_RS34315		chromosome	7093614	7094582	-	no		Gas_vesicle	NA	1	no	NA	NA	CastroMelchor	HAMP domain-containing sensor histidine kinase
SCO6425	SC_RS34320		chromosome	7094757	7095527	+	no		GvpK	NA	0	no	NA	NA	NA	helix-turn-helix transcriptional regulator
SCO6426	SC_RS34325		chromosome	7095676	7096188	+	no			NA	0	no	NA	NA	NA	ATP-binding cassette domain-containing protein
SCO6427	SC_RS34330		chromosome	7096185	7097480	+	no		MTS;MetW;Methyltransf_11;Methyltransf_12;Methyltransf_23;Methyltransf_25;Methyltransf_31;Methyltransf_4;PCMT;Ubie_methyltran	NA	0	no	NA	NA	NA	MFS transporter
SCO6428	SC_RS34335		chromosome	7097567	7104511	-	no		DAGK_cat;PAP2;PAP2_3;YegS_C	NA	0	no	NA	NA	NA	glycoside hydrolase domain-containing protein
SCO6429	SC_RS34340		chromosome	7104914	7106290	+	no		AAA_16;AAA_21;ABC_tran;NACHT	NA	0	no	NA	NA	NA	hypothetical protein
SCO6430	SC_RS34345		chromosome	7106284	7108176	+	no		acVLRF1;baeRF_family10;baeRF_family2	NA	0	no	NA	NA	NA	MFS transporter
SCO6431	SC_RS34350		chromosome	7108264	7111779	+	no		DUF6158	NA	0	no	NA	NA	NA	non-ribosomal peptide synthetase
SCO6432	SC_RS34355		chromosome	7111866	7116089	+	no		DJ-1_PfpI	NA	0	no	NA	NA	NA	non-ribosomal peptide synthetase
SCO6433	SC_RS34360		chromosome	7116086	7116493	+	no		DUF2795	NA	0	no	NA	NA	NA	cupin domain-containing protein
SCO6434	SC_RS34365		chromosome	7116513	7117874	+	no		AAA_21;AAA_29;ABC_tran;DnaJ_CXXCXGXG;nSTAND1	NA	0	no	NA	NA	NA	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein
SCO6435	SC_RS34370		chromosome	7117871	7118257	+	yes	HTH_18;HTH_AraC	HTH_18;HTH_AraC	NA	0	no	NA	HTH_other	pfam	cupin domain-containing protein
SCO6436	SC_RS34375		chromosome	7118254	7119774	+	no		Glyoxalase;Glyoxalase_2;Glyoxalase_4;Glyoxalase_6	NA	0	no	NA	NA	NA	class I tRNA ligase family protein
SCO6437	SC_RS34380		chromosome	7119848	7121122	+	yes	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2	NA	0	no	NA	Sigma	pfam	ATP-grasp domain-containing protein
SCO6438	SC_RS34385	lysA	chromosome	7121125	7122447	+	no			NA	0	no	NA	NA	NA	diaminopimelate decarboxylase
SCO6439	SC_RS34390		chromosome	7122416	7122844	-	no		Aminotran_1_2	NA	1	no	NA	NA	CastroMelchor	cold-shock protein
SCO6440	SC_RS34395		chromosome	7123131	7123883	+	no		Lactamase_B_2;Lactamase_B_3	NA	0	no	NA	NA	NA	(5-formylfuran-3-yl)methyl phosphate synthase
SCO6441	SC_RS34400		chromosome	7123886	7125292	+	no		VTT_dom	NA	0	no	NA	NA	NA	aldehyde dehydrogenase family protein
SCO6442	SC_RS34405		chromosome	7125293	7126396	+	no		Lactamase_B_2;Lactamase_B_3	NA	0	no	NA	NA	NA	NAD(P)-dependent alcohol dehydrogenase
SCO6443	SC_RS34410		chromosome	7126477	7127388	+	no			NA	0	no	NA	NA	NA	class I SAM-dependent methyltransferase
