sample	timepoint	chrom	position	strand	mod_type	group	coverage	mod_freq	n_modified	n_canonical	n_other_mod	n_delete	n_fail	n_diff
3-4	T3	NC_003888.3	6324015	-	6mA	6mA	28	42.86	12	16	0	0	3	1
3-4	T3	NC_003888.3	6325730	+	6mA	6mA	25	28.0	7	18	0	0	4	6
3-4	T3	NC_003888.3	6330531	+	6mA	6mA	20	60.0	12	8	0	0	12	0
3-4	T3	NC_003888.3	6332159	+	5mC	CCGG_pos_5mC	13	0.0	0	1	12	0	18	0
3-4	T3	NC_003888.3	6332159	+	4mC	CCGG_4mC	13	92.31	12	1	0	0	18	0
3-4	T3	NC_003888.3	6332169	+	6mA	6mA	26	46.15	12	14	0	0	5	0
3-4	T3	NC_003888.3	6332516	+	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	21	0
3-4	T3	NC_003888.3	6332516	+	4mC	CCGG_4mC	11	90.91	10	1	0	0	21	0
3-4	T3	NC_003888.3	6334867	+	6mA	6mA	31	58.06	18	13	0	0	8	2
3-4	T3	NC_003888.3	6336070	+	6mA	6mA	27	48.15	13	14	0	0	10	2
3-4	T3	NC_003888.3	6337111	+	6mA	6mA	30	66.67	20	10	0	0	10	0
3-4	T3	NC_003888.3	6337171	-	5mC	CCGG_pos_5mC	14	0.0	0	2	12	0	17	0
3-4	T3	NC_003888.3	6337171	-	4mC	CCGG_4mC	14	85.71	12	2	0	0	17	0
3-4	T3	NC_003888.3	6337175	-	6mA	6mA	27	70.37	19	8	0	0	5	0
3-4	T3	NC_003888.3	6337222	+	6mA	6mA	31	32.26	10	21	0	0	8	0
3-4	T3	NC_003888.3	6337413	+	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	27	2
3-4	T3	NC_003888.3	6337413	+	4mC	CCGG_4mC	11	90.91	10	1	0	0	27	2
3-4	T3	NC_003888.3	6337526	-	5mC	CCGG_pos_5mC	11	0.0	0	4	7	0	23	0
3-4	T3	NC_003888.3	6337526	-	4mC	CCGG_4mC	11	63.64	7	4	0	0	23	0
3-4	T3	NC_003888.3	6337530	-	6mA	6mA	28	46.43	13	15	0	0	6	0
3-4	T3	NC_003888.3	6337637	-	5mC	CCGG_pos_5mC	14	0.0	0	5	9	0	20	0
3-4	T3	NC_003888.3	6337637	-	4mC	CCGG_4mC	14	64.29	9	5	0	0	20	0
3-4	T3	NC_003888.3	6337641	-	6mA	6mA	28	75.0	21	7	0	0	5	1
3-4	T3	NC_003888.3	6339303	+	6mA	6mA	17	52.94	9	8	0	0	16	0
3-4	T3	NC_003888.3	6340630	+	6mA	6mA	25	36.0	9	16	0	0	10	0
3-4	T3	NC_003888.3	6341760	+	6mA	6mA	23	56.52	13	10	0	0	7	2
3-4	T3	NC_003888.3	6342876	+	5mC	CCGG_pos_5mC	2	0.0	0	0	2	1	29	1
3-4	T3	NC_003888.3	6342876	+	4mC	CCGG_4mC	2	100.0	2	0	0	1	29	1
3-4	T3	NC_003888.3	6343463	-	6mA	6mA	26	53.85	14	12	0	0	13	1
3-4	T3	NC_003888.3	6347254	+	6mA	6mA	27	62.96	17	10	0	0	4	0
3-4	T3	NC_003888.3	6348547	-	5mC	CCGG_pos_5mC	20	0.0	0	6	14	0	25	0
3-4	T3	NC_003888.3	6348547	-	4mC	CCGG_4mC	20	70.0	14	6	0	0	25	0
3-4	T3	NC_003888.3	6349137	+	5mC	CCGG_pos_5mC	9	0.0	0	5	4	0	21	0
3-4	T3	NC_003888.3	6349137	+	4mC	CCGG_4mC	9	44.44	4	5	0	0	21	0
3-4	T3	NC_003888.3	6350485	+	6mA	6mA	27	77.78	21	6	0	2	2	6
3-4	T3	NC_003888.3	6350486	+	6mA	6mA	26	53.85	14	12	0	0	9	2
3-4	T3	NC_003888.3	6351819	+	5mC	CCGG_pos_5mC	9	0.0	0	2	7	0	28	0
3-4	T3	NC_003888.3	6351819	+	4mC	CCGG_4mC	9	77.78	7	2	0	0	28	0
3-4	T3	NC_003888.3	6362850	-	5mC	CCGG_pos_5mC	13	0.0	0	1	12	0	21	0
3-4	T3	NC_003888.3	6362850	-	4mC	CCGG_4mC	13	92.31	12	1	0	0	21	0
3-4	T3	NC_003888.3	6362854	+	6mA	6mA	25	56.0	14	11	0	0	8	0
3-4	T3	NC_003888.3	6363770	+	6mA	6mA	26	65.38	17	9	0	0	8	0
3-4	T3	NC_003888.3	6363776	-	5mC	CCGG_pos_5mC	3	0.0	0	0	3	0	29	0
3-4	T3	NC_003888.3	6363776	-	4mC	CCGG_4mC	3	100.0	3	0	0	0	29	0
3-4	T3	NC_003888.3	6363780	-	6mA	6mA	27	40.74	11	16	0	0	4	0
3-4	T3	NC_003888.3	6367294	+	5mC	CCGG_pos_5mC	10	0.0	0	2	8	0	22	2
3-4	T3	NC_003888.3	6367294	+	4mC	CCGG_4mC	10	80.0	8	2	0	0	22	2
3-4	T3	NC_003888.3	6367295	-	5mC	CCGG_pos_5mC	9	0.0	0	0	9	0	25	2
3-4	T3	NC_003888.3	6367295	-	4mC	CCGG_4mC	9	100.0	9	0	0	0	25	2
3-4	T3	NC_003888.3	6368228	-	5mC	CCGG_pos_5mC	16	0.0	0	2	14	0	24	0
3-4	T3	NC_003888.3	6368228	-	4mC	CCGG_4mC	16	87.5	14	2	0	0	24	0
3-4	T3	NC_003888.3	6370293	+	6mA	6mA	31	83.87	26	5	0	2	5	3
3-4	T3	NC_003888.3	6370537	-	5mC	CCGG_pos_5mC	13	0.0	0	4	9	0	21	1
3-4	T3	NC_003888.3	6370537	-	4mC	CCGG_4mC	13	69.23	9	4	0	0	21	1
3-4	T3	NC_003888.3	6371811	+	5mC	CCGG_pos_5mC	12	0.0	0	2	10	0	26	0
3-4	T3	NC_003888.3	6371811	+	4mC	CCGG_4mC	12	83.33	10	2	0	0	26	0
3-4	T3	NC_003888.3	6373388	+	5mC	CCGG_pos_5mC	24	0.0	0	10	14	0	16	2
3-4	T3	NC_003888.3	6373388	+	4mC	CCGG_4mC	24	58.33	14	10	0	0	16	2
3-4	T3	NC_003888.3	6373789	-	6mA	6mA	26	38.46	10	16	0	0	8	0
3-4	T3	NC_003888.3	6376169	-	6mA	6mA	34	55.88	19	15	0	0	4	0
3-4	T3	NC_003888.3	6377433	+	6mA	6mA	25	56.0	14	11	0	0	13	1
3-4	T3	NC_003888.3	6378711	-	6mA	6mA	27	37.04	10	17	0	0	6	0
3-4	T3	NC_003888.3	6379484	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	20	1
3-4	T3	NC_003888.3	6379484	-	4mC	CCGG_4mC	15	86.67	13	2	0	0	20	1
3-4	T3	NC_003888.3	6382459	-	6mA	6mA	27	59.26	16	11	0	0	8	0
3-4	T3	NC_003888.3	6383475	+	5mC	CCGG_pos_5mC	11	0.0	0	5	6	0	26	2
3-4	T3	NC_003888.3	6383475	+	4mC	CCGG_4mC	11	54.55	6	5	0	0	26	2
3-4	T3	NC_003888.3	6384593	-	5mC	CCGG_pos_5mC	16	0.0	0	0	16	0	18	0
3-4	T3	NC_003888.3	6384593	-	4mC	CCGG_4mC	16	100.0	16	0	0	0	18	0
3-4	T3	NC_003888.3	6386523	-	6mA	6mA	28	42.86	12	16	0	0	12	0
3-4	T3	NC_003888.3	6387209	+	5mC	CCGG_pos_5mC	11	0.0	0	4	7	0	29	0
3-4	T3	NC_003888.3	6387209	+	4mC	CCGG_4mC	11	63.64	7	4	0	0	29	0
3-4	T3	NC_003888.3	6390563	+	6mA	6mA	30	56.67	17	13	0	0	9	0
3-4	T3	NC_003888.3	6392975	+	6mA	6mA	27	37.04	10	17	0	0	16	0
3-4	T3	NC_003888.3	6397112	+	6mA	6mA	22	50.0	11	11	0	0	6	0
3-4	T3	NC_003888.3	6397210	+	6mA	6mA	23	56.52	13	10	0	0	4	0
3-4	T3	NC_003888.3	6399717	+	6mA	6mA	31	41.94	13	18	0	0	5	0
3-4	T3	NC_003888.3	6400199	-	6mA	6mA	32	50.0	16	16	0	0	11	0
3-4	T3	NC_003888.3	6400482	-	6mA	6mA	33	42.42	14	19	0	1	8	1
3-4	T3	NC_003888.3	6403190	+	6mA	6mA	25	52.0	13	12	0	0	9	0
3-4	T3	NC_003888.3	6403938	-	5mC	CCGG_pos_5mC	13	0.0	0	1	12	0	33	2
3-4	T3	NC_003888.3	6403938	-	4mC	CCGG_4mC	13	92.31	12	1	0	0	33	2
3-4	T3	NC_003888.3	6405086	-	5mC	CCGG_pos_5mC	16	0.0	0	0	16	0	28	6
3-4	T3	NC_003888.3	6405086	-	4mC	CCGG_4mC	16	100.0	16	0	0	0	28	6
3-4	T3	NC_003888.3	6408549	+	6mA	6mA	24	41.67	10	14	0	0	13	0
3-4	T3	NC_003888.3	6409617	-	6mA	6mA	31	58.06	18	13	0	0	13	0
3-4	T3	NC_003888.3	6412023	-	5mC	CCGG_pos_5mC	9	0.0	0	3	6	0	30	0
3-4	T3	NC_003888.3	6412023	-	4mC	CCGG_4mC	9	66.67	6	3	0	0	30	0
3-4	T3	NC_003888.3	6417733	+	5mC	CCGG_pos_5mC	14	0.0	0	0	14	0	28	1
3-4	T3	NC_003888.3	6417733	+	4mC	CCGG_4mC	14	100.0	14	0	0	0	28	1
3-4	T3	NC_003888.3	6418242	-	6mA	6mA	27	48.15	13	14	0	0	15	0
3-4	T3	NC_003888.3	6418633	+	6mA	6mA	33	39.39	13	20	0	2	6	2
3-4	T3	NC_003888.3	6420417	+	6mA	6mA	33	51.52	17	16	0	0	10	0
3-4	T3	NC_003888.3	6420440	+	5mC	CCGG_pos_5mC	7	0.0	0	0	7	0	36	0
3-4	T3	NC_003888.3	6420440	+	4mC	CCGG_4mC	7	100.0	7	0	0	0	36	0
3-4	T3	NC_003888.3	6420788	+	5mC	CCGG_pos_5mC	16	0.0	0	4	12	0	33	0
3-4	T3	NC_003888.3	6420788	+	4mC	CCGG_4mC	16	75.0	12	4	0	0	33	0
3-4	T3	NC_003888.3	6420789	-	5mC	CCGG_pos_5mC	6	0.0	0	2	4	0	36	3
3-4	T3	NC_003888.3	6420789	-	4mC	CCGG_4mC	6	66.67	4	2	0	0	36	3
3-4	T3	NC_003888.3	6422313	+	5mC	CCGG_pos_5mC	5	0.0	0	1	4	0	37	2
3-4	T3	NC_003888.3	6422313	+	4mC	CCGG_4mC	5	80.0	4	1	0	0	37	2
3-4	T3	NC_003888.3	6423805	+	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	29	0
3-4	T3	NC_003888.3	6423805	+	4mC	CCGG_4mC	10	100.0	10	0	0	0	29	0
3-4	T3	NC_003888.3	6430389	+	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	30	1
3-4	T3	NC_003888.3	6430389	+	4mC	CCGG_4mC	11	90.91	10	1	0	0	30	1
3-4	T3	NC_003888.3	6436752	+	5mC	CCGG_pos_5mC	9	0.0	0	1	8	1	23	5
3-4	T3	NC_003888.3	6436752	+	4mC	CCGG_4mC	9	88.89	8	1	0	1	23	5
3-4	T3	NC_003888.3	6447373	+	5mC	CCGG_pos_5mC	16	0.0	0	1	15	0	14	0
3-4	T3	NC_003888.3	6447373	+	4mC	CCGG_4mC	16	93.75	15	1	0	0	14	0
3-4	T3	NC_003888.3	6447648	+	6mA	6mA	24	54.17	13	11	0	0	5	0
3-4	T3	NC_003888.3	6451163	+	6mA	6mA	17	58.82	10	7	0	0	8	0
3-4	T3	NC_003888.3	6452232	+	5mC	CCGG_pos_5mC	12	0.0	0	2	10	0	10	1
3-4	T3	NC_003888.3	6452232	+	4mC	CCGG_4mC	12	83.33	10	2	0	0	10	1
3-4	T3	NC_003888.3	6452720	-	6mA	6mA	25	52.0	13	12	0	0	1	0
3-4	T3	NC_003888.3	6453273	+	5mC	CCGG_pos_5mC	6	0.0	0	1	5	0	14	0
3-4	T3	NC_003888.3	6453273	+	4mC	CCGG_4mC	6	83.33	5	1	0	0	14	0
3-4	T3	NC_003888.3	6453925	-	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	21	1
3-4	T3	NC_003888.3	6453925	-	4mC	CCGG_4mC	11	90.91	10	1	0	0	21	1
3-4	T3	NC_003888.3	6454127	+	6mA	6mA	15	40.0	6	9	0	1	9	0
3-4	T3	NC_003888.3	6459845	-	5mC	CCGG_pos_5mC	21	0.0	0	2	19	0	22	0
3-4	T3	NC_003888.3	6459845	-	4mC	CCGG_4mC	21	90.48	19	2	0	0	22	0
3-4	T3	NC_003888.3	6462191	+	6mA	6mA	22	45.45	10	12	0	0	5	0
3-4	T3	NC_003888.3	6462222	-	5mC	CCGG_pos_5mC	19	0.0	0	4	15	0	25	0
3-4	T3	NC_003888.3	6462222	-	4mC	CCGG_4mC	19	78.95	15	4	0	0	25	0
3-4	T3	NC_003888.3	6463596	+	5mC	CCGG_pos_5mC	9	0.0	0	4	5	0	17	1
3-4	T3	NC_003888.3	6463596	+	4mC	CCGG_4mC	9	55.56	5	4	0	0	17	1
3-4	T3	NC_003888.3	6464441	+	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	18	1
3-4	T3	NC_003888.3	6464441	+	4mC	CCGG_4mC	10	100.0	10	0	0	0	18	1
3-4	T3	NC_003888.3	6464772	-	5mC	CCGG_pos_5mC	12	0.0	0	5	7	0	33	2
3-4	T3	NC_003888.3	6464772	-	4mC	CCGG_4mC	12	58.33	7	5	0	0	33	2
3-4	T3	NC_003888.3	6466912	+	5mC	CCGG_pos_5mC	14	0.0	0	2	12	0	19	3
3-4	T3	NC_003888.3	6466912	+	4mC	CCGG_4mC	14	85.71	12	2	0	0	19	3
3-4	T3	NC_003888.3	6475220	-	6mA	6mA	45	55.56	25	20	0	0	13	0
3-4	T3	NC_003888.3	6478516	+	5mC	CCGG_pos_5mC	20	0.0	0	7	13	0	22	4
3-4	T3	NC_003888.3	6478516	+	4mC	CCGG_4mC	20	65.0	13	7	0	0	22	4
3-4	T3	NC_003888.3	6479433	+	6mA	6mA	30	46.67	14	16	0	0	12	1
3-4	T3	NC_003888.3	6480346	-	5mC	CCGG_pos_5mC	18	0.0	0	1	17	0	35	3
3-4	T3	NC_003888.3	6480346	-	4mC	CCGG_4mC	18	94.44	17	1	0	0	35	3
3-4	T3	NC_003888.3	6480961	-	5mC	CCGG_pos_5mC	18	0.0	0	0	18	0	31	0
3-4	T3	NC_003888.3	6480961	-	4mC	CCGG_4mC	18	100.0	18	0	0	0	31	0
3-4	T3	NC_003888.3	6481428	+	5mC	CCGG_pos_5mC	15	0.0	0	1	14	0	19	2
3-4	T3	NC_003888.3	6481428	+	4mC	CCGG_4mC	15	93.33	14	1	0	0	19	2
3-4	T3	NC_003888.3	6485079	+	6mA	6mA	26	53.85	14	12	0	0	5	0
3-4	T3	NC_003888.3	6485080	+	6mA	6mA	17	29.41	5	12	0	0	13	1
3-4	T3	NC_003888.3	6485562	+	5mC	CCGG_pos_5mC	7	0.0	0	1	6	0	27	0
3-4	T3	NC_003888.3	6485562	+	4mC	CCGG_4mC	7	85.71	6	1	0	0	27	0
3-4	T3	NC_003888.3	6486297	-	6mA	6mA	42	76.19	32	10	0	0	8	0
3-4	T3	NC_003888.3	6489139	+	6mA	6mA	31	38.71	12	19	0	0	9	0
3-4	T3	NC_003888.3	6490220	-	5mC	CCGG_pos_5mC	15	0.0	0	4	11	0	32	2
3-4	T3	NC_003888.3	6490220	-	4mC	CCGG_4mC	15	73.33	11	4	0	0	32	2
3-4	T3	NC_003888.3	6492334	-	5mC	CCGG_pos_5mC	18	0.0	0	10	8	0	28	1
3-4	T3	NC_003888.3	6492334	-	4mC	CCGG_4mC	18	44.44	8	10	0	0	28	1
3-4	T3	NC_003888.3	6496815	-	5mC	CCGG_pos_5mC	22	0.0	0	1	21	0	23	7
3-4	T3	NC_003888.3	6496815	-	4mC	CCGG_4mC	22	95.45	21	1	0	0	23	7
3-4	T3	NC_003888.3	6501155	-	6mA	6mA	28	75.0	21	7	0	0	10	0
3-4	T3	NC_003888.3	6501813	+	6mA	6mA	31	41.94	13	18	0	0	10	0
3-4	T3	NC_003888.3	6510534	+	6mA	6mA	24	62.5	15	9	0	0	9	0
3-4	T3	NC_003888.3	6513968	-	6mA	6mA	18	55.56	10	8	0	1	9	0
3-4	T3	NC_003888.3	6513972	-	6mA	6mA	16	50.0	8	8	0	0	12	0
3-4	T3	NC_003888.3	6514423	-	5mC	CCGG_pos_5mC	9	0.0	0	2	7	0	21	0
3-4	T3	NC_003888.3	6514423	-	4mC	CCGG_4mC	9	77.78	7	2	0	0	21	0
3-4	T3	NC_003888.3	6514427	+	6mA	6mA	19	47.37	9	10	0	0	8	0
3-4	T3	NC_003888.3	6519845	+	6mA	6mA	24	54.17	13	11	0	0	12	0
3-4	T3	NC_003888.3	6525145	+	5mC	CCGG_pos_5mC	14	0.0	0	0	14	0	14	0
3-4	T3	NC_003888.3	6525145	+	4mC	CCGG_4mC	14	100.0	14	0	0	0	14	0
3-4	T3	NC_003888.3	6527073	+	6mA	6mA	20	60.0	12	8	0	0	6	1
3-4	T3	NC_003888.3	6528253	-	5mC	CCGG_pos_5mC	12	0.0	0	2	10	0	13	3
3-4	T3	NC_003888.3	6528253	-	4mC	CCGG_4mC	12	83.33	10	2	0	0	13	3
3-4	T3	NC_003888.3	6530465	+	6mA	6mA	15	40.0	6	9	0	0	6	0
3-4	T3	NC_003888.3	6531134	+	6mA	6mA	13	61.54	8	5	0	0	8	0
3-4	T3	NC_003888.3	6532420	+	6mA	6mA	13	46.15	6	7	0	0	9	0
3-4	T3	NC_003888.3	6535330	+	5mC	CCGG_pos_5mC	5	0.0	0	2	3	0	14	1
3-4	T3	NC_003888.3	6535330	+	4mC	CCGG_4mC	5	60.0	3	2	0	0	14	1
3-4	T3	NC_003888.3	6536289	-	5mC	CCGG_pos_5mC	6	0.0	0	3	3	0	17	0
3-4	T3	NC_003888.3	6536289	-	4mC	CCGG_4mC	6	50.0	3	3	0	0	17	0
3-4	T3	NC_003888.3	6537599	+	6mA	6mA	7	71.43	5	2	0	0	10	0
3-4	T3	NC_003888.3	6538898	+	6mA	6mA	15	40.0	6	9	0	0	4	0
3-4	T3	NC_003888.3	6539144	+	6mA	6mA	16	37.5	6	10	0	0	4	0
3-4	T3	NC_003888.3	6539928	+	6mA	6mA	18	16.67	3	15	0	0	1	0
3-4	T3	NC_003888.3	6539997	-	6mA	6mA	18	72.22	13	5	0	0	8	0
3-4	T3	NC_003888.3	6540317	+	6mA	6mA	14	28.57	4	10	0	0	4	1
3-4	T3	NC_003888.3	6540318	+	6mA	6mA	15	66.67	10	5	0	0	4	0
3-4	T3	NC_003888.3	6543605	+	6mA	6mA	14	35.71	5	9	0	0	6	0
3-4	T3	NC_003888.3	6545343	+	6mA	6mA	16	50.0	8	8	0	0	5	0
3-4	T3	NC_003888.3	6547212	+	6mA	6mA	15	53.33	8	7	0	0	6	2
3-4	T3	NC_003888.3	6547213	+	6mA	6mA	15	40.0	6	9	0	1	6	1
3-4	T3	NC_003888.3	6552010	+	6mA	6mA	20	45.0	9	11	0	0	5	0
3-4	T3	NC_003888.3	6552712	+	6mA	6mA	24	54.17	13	11	0	0	7	0
3-4	T3	NC_003888.3	6554460	+	6mA	6mA	23	47.83	11	12	0	0	14	0
3-4	T3	NC_003888.3	6556715	-	5mC	CCGG_pos_5mC	11	0.0	0	4	7	1	30	2
3-4	T3	NC_003888.3	6556715	-	4mC	CCGG_4mC	11	63.64	7	4	0	1	30	2
3-4	T3	NC_003888.3	6558103	+	6mA	6mA	28	67.86	19	9	0	0	5	0
3-4	T3	NC_003888.3	6558226	+	6mA	6mA	20	55.0	11	9	0	0	12	1
3-4	T3	NC_003888.3	6561708	+	5mC	CCGG_pos_5mC	4	0.0	0	1	3	0	34	0
3-4	T3	NC_003888.3	6561708	+	4mC	CCGG_4mC	4	75.0	3	1	0	0	34	0
3-4	T3	NC_003888.3	6561915	+	5mC	CCGG_pos_5mC	14	0.0	0	2	12	0	24	0
3-4	T3	NC_003888.3	6561915	+	4mC	CCGG_4mC	14	85.71	12	2	0	0	24	0
3-4	T3	NC_003888.3	6563267	+	6mA	6mA	22	45.45	10	12	0	1	9	0
3-4	T3	NC_003888.3	6563490	+	6mA	6mA	27	44.44	12	15	0	0	6	0
3-4	T3	NC_003888.3	6565470	+	6mA	6mA	27	74.07	20	7	0	0	4	0
3-4	T3	NC_003888.3	6566716	+	5mC	CCGG_pos_5mC	9	0.0	0	0	9	0	23	0
3-4	T3	NC_003888.3	6566716	+	4mC	CCGG_4mC	9	100.0	9	0	0	0	23	0
3-4	T3	NC_003888.3	6572150	-	5mC	CCGG_pos_5mC	10	0.0	0	0	10	0	27	1
3-4	T3	NC_003888.3	6572150	-	4mC	CCGG_4mC	10	100.0	10	0	0	0	27	1
3-4	T3	NC_003888.3	6577387	+	6mA	6mA	28	46.43	13	15	0	0	13	0
3-4	T3	NC_003888.3	6577646	+	5mC	CCGG_pos_5mC	12	0.0	0	3	9	0	26	1
3-4	T3	NC_003888.3	6577646	+	4mC	CCGG_4mC	12	75.0	9	3	0	0	26	1
3-4	T3	NC_003888.3	6583723	+	5mC	CCGG_pos_5mC	17	0.0	0	3	14	0	24	2
3-4	T3	NC_003888.3	6583723	+	4mC	CCGG_4mC	17	82.35	14	3	0	0	24	2
3-4	T3	NC_003888.3	6595832	+	6mA	6mA	36	63.89	23	13	0	0	4	0
3-4	T3	NC_003888.3	6596536	+	6mA	6mA	29	65.52	19	10	0	1	7	3
3-4	T3	NC_003888.3	6597313	+	5mC	CCGG_pos_5mC	19	0.0	0	3	16	0	19	0
3-4	T3	NC_003888.3	6597313	+	4mC	CCGG_4mC	19	84.21	16	3	0	0	19	0
3-4	T3	NC_003888.3	6600311	-	5mC	CCGG_pos_5mC	4	0.0	0	0	4	0	25	4
3-4	T3	NC_003888.3	6600311	-	4mC	CCGG_4mC	4	100.0	4	0	0	0	25	4
3-4	T3	NC_003888.3	6601278	-	5mC	CCGG_pos_5mC	4	0.0	0	0	4	0	34	0
3-4	T3	NC_003888.3	6601278	-	4mC	CCGG_4mC	4	100.0	4	0	0	0	34	0
3-4	T3	NC_003888.3	6602418	+	6mA	6mA	30	80.0	24	6	0	0	1	1
3-4	T3	NC_003888.3	6611985	+	6mA	6mA	28	46.43	13	15	0	0	16	0
3-4	T3	NC_003888.3	6612105	+	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	31	1
3-4	T3	NC_003888.3	6612105	+	4mC	CCGG_4mC	11	90.91	10	1	0	0	31	1
3-4	T3	NC_003888.3	6613155	+	6mA	6mA	33	66.67	22	11	0	2	3	2
3-4	T3	NC_003888.3	6616193	-	5mC	CCGG_pos_5mC	15	0.0	0	1	14	0	19	0
3-4	T3	NC_003888.3	6616193	-	4mC	CCGG_4mC	15	93.33	14	1	0	0	19	0
3-4	T3	NC_003888.3	6621530	-	6mA	6mA	18	44.44	8	10	0	0	6	1
3-4	T3	NC_003888.3	6621566	-	6mA	6mA	20	75.0	15	5	0	0	5	1
3-4	T3	NC_003888.3	6621915	+	5mC	CCGG_pos_5mC	5	0.0	0	0	5	0	35	0
3-4	T3	NC_003888.3	6621915	+	4mC	CCGG_4mC	5	100.0	5	0	0	0	35	0
3-4	T3	NC_003888.3	6622376	-	6mA	6mA	22	77.27	17	5	0	0	6	2
3-4	T3	NC_003888.3	6623455	+	6mA	6mA	33	51.52	17	16	0	0	10	0
3-4	T3	NC_003888.3	6624375	+	6mA	6mA	28	78.57	22	6	0	2	6	2
3-4	T3	NC_003888.3	6625301	+	5mC	CCGG_pos_5mC	17	0.0	0	2	15	0	24	0
3-4	T3	NC_003888.3	6625301	+	4mC	CCGG_4mC	17	88.24	15	2	0	0	24	0
3-4	T3	NC_003888.3	6625522	+	5mC	CCGG_pos_5mC	19	0.0	0	5	14	0	22	1
3-4	T3	NC_003888.3	6625522	+	4mC	CCGG_4mC	19	73.68	14	5	0	0	22	1
3-4	T3	NC_003888.3	6628164	-	5mC	CCGG_pos_5mC	7	0.0	0	2	5	0	20	0
3-4	T3	NC_003888.3	6628164	-	4mC	CCGG_4mC	7	71.43	5	2	0	0	20	0
3-4	T3	NC_003888.3	6630911	-	5mC	CCGG_pos_5mC	20	0.0	0	0	20	0	13	0
3-4	T3	NC_003888.3	6630911	-	4mC	CCGG_4mC	20	100.0	20	0	0	0	13	0
3-4	T3	NC_003888.3	6631281	+	6mA	6mA	16	37.5	6	10	0	0	16	0
3-4	T3	NC_003888.3	6631406	-	5mC	CCGG_pos_5mC	14	0.0	0	2	12	0	18	0
3-4	T3	NC_003888.3	6631406	-	4mC	CCGG_4mC	14	85.71	12	2	0	0	18	0
3-4	T3	NC_003888.3	6632138	-	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	17	5
3-4	T3	NC_003888.3	6632138	-	4mC	CCGG_4mC	9	88.89	8	1	0	0	17	5
3-4	T3	NC_003888.3	6632434	-	6mA	6mA	24	50.0	12	12	0	0	7	0
3-4	T3	NC_003888.3	6634751	-	6mA	6mA	17	82.35	14	3	0	0	6	0
3-4	T3	NC_003888.3	6635129	-	5mC	CCGG_pos_5mC	8	0.0	0	1	7	0	18	2
3-4	T3	NC_003888.3	6635129	-	4mC	CCGG_4mC	8	87.5	7	1	0	0	18	2
3-4	T3	NC_003888.3	6636734	+	6mA	6mA	24	33.33	8	16	0	0	7	0
3-4	T3	NC_003888.3	6637058	+	6mA	6mA	19	36.84	7	12	0	0	10	0
3-4	T3	NC_003888.3	6637818	-	6mA	6mA	18	72.22	13	5	0	0	4	1
3-4	T3	NC_003888.3	6639681	-	6mA	6mA	14	35.71	5	9	0	0	10	0
3-4	T3	NC_003888.3	6639722	+	6mA	6mA	26	73.08	19	7	0	0	6	1
3-4	T3	NC_003888.3	6641886	+	5mC	CCGG_pos_5mC	14	0.0	0	1	13	0	18	0
3-4	T3	NC_003888.3	6641886	+	4mC	CCGG_4mC	14	92.86	13	1	0	0	18	0
3-4	T3	NC_003888.3	6642947	-	6mA	6mA	18	61.11	11	7	0	0	5	0
3-4	T3	NC_003888.3	6647403	-	5mC	CCGG_pos_5mC	6	0.0	0	0	6	0	23	1
3-4	T3	NC_003888.3	6647403	-	4mC	CCGG_4mC	6	100.0	6	0	0	0	23	1
3-4	T3	NC_003888.3	6648558	-	6mA	6mA	16	37.5	6	10	0	0	9	1
3-4	T3	NC_003888.3	6648645	-	6mA	6mA	18	33.33	6	12	0	0	10	0
3-4	T3	NC_003888.3	6649909	-	6mA	6mA	24	50.0	12	12	0	0	7	0
3-4	T3	NC_003888.3	6650603	+	6mA	6mA	19	47.37	9	10	0	0	9	0
3-4	T3	NC_003888.3	6650644	-	6mA	6mA	24	50.0	12	12	0	0	8	0
3-4	T3	NC_003888.3	6652051	-	6mA	6mA	28	57.14	16	12	0	0	7	0
3-4	T3	NC_003888.3	6654053	-	6mA	6mA	29	41.38	12	17	0	0	1	0
3-4	T3	NC_003888.3	6658503	-	5mC	CCGG_pos_5mC	12	0.0	0	1	11	0	19	0
3-4	T3	NC_003888.3	6658503	-	4mC	CCGG_4mC	12	91.67	11	1	0	0	19	0
3-4	T3	NC_003888.3	6659342	-	6mA	6mA	19	78.95	15	4	0	0	9	0
3-4	T3	NC_003888.3	6661074	-	6mA	6mA	23	47.83	11	12	0	0	6	0
3-4	T3	NC_003888.3	6662904	-	5mC	CCGG_pos_5mC	11	0.0	0	0	11	0	20	0
3-4	T3	NC_003888.3	6662904	-	4mC	CCGG_4mC	11	100.0	11	0	0	0	20	0
3-4	T3	NC_003888.3	6664870	-	6mA	6mA	18	61.11	11	7	0	1	9	0
3-4	T3	NC_003888.3	6665718	+	6mA	6mA	19	36.84	7	12	0	0	13	0
3-4	T3	NC_003888.3	6667222	+	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	18	2
