# Program:featureCounts v2.1.1; Command:"/Users/okaban/miniconda3/envs/rna-seq/bin/featureCounts" "-T" "6" "-p" "--countReadPairs" "-B" "-C" "-s" "2" "-t" "gene" "-g" "gene_id" "-a" "/Users/okaban/SFC-CNS Dropbox/Takeda Tomoki/my_projects/2026/M145_RNA-seq/data/RH250715199/02_M145-ref/ncbi_dataset/data/GCF_000203835.1/genomic.gtf" "-o" "/Users/okaban/bioinfo/rna-seq/03_quantification/data/featureCounts_s2/featureCounts_M145_s2.txt" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam
SC_RS35990	NC_003888.3	7517875	7518033	+	159	33	27	36	51	26	69	38	45	49
SC_RS35995	NC_003888.3	7518030	7519466	+	1437	514	553	575	1089	776	984	1860	1313	1572
SC_RS36000	NC_003888.3	7519535	7520599	+	1065	517	572	694	535	555	788	395	484	363
SC_RS36005	NC_003888.3	7520716	7522758	+	2043	332	373	388	1680	1925	2446	1174	1244	1014
SC_RS36010	NC_003888.3	7522758	7523399	+	642	20	30	45	224	301	355	128	144	126
SC_RS36015	NC_003888.3	7523406	7524428	+	1023	79	105	127	1455	1507	2025	721	758	671
SC_RS36020	NC_003888.3	7524433	7525587	+	1155	98	106	114	1785	1941	2411	851	985	845
SC_RS36025	NC_003888.3	7525613	7527583	+	1971	39	49	59	1755	1822	2236	925	875	821
SC_RS36030	NC_003888.3	7527584	7528969	+	1386	40	36	40	1535	1532	1703	627	657	616
SC_RS36035	NC_003888.3	7529043	7529657	+	615	470	438	603	374	331	431	184	200	142
SC_RS36040	NC_003888.3	7529654	7529773	+	120	151	141	195	154	138	135	106	108	68
SC_RS36045	NC_003888.3	7529795	7530592	-	798	300	303	388	397	396	452	336	264	286
SC_RS36050	NC_003888.3	7531179	7532117	+	939	18	23	21	91	147	214	81	36	70
SC_RS36055	NC_003888.3	7532361	7533146	+	786	144	113	144	4757	4199	4825	473	538	444
SC_RS36060	NC_003888.3	7533249	7533869	-	621	377	321	425	459	373	439	218	216	192
SC_RS36065	NC_003888.3	7534021	7535214	+	1194	337	349	478	617	560	826	479	414	368
SC_RS36070	NC_003888.3	7535353	7536285	-	933	210	222	262	154	156	187	153	114	131
SC_RS36075	NC_003888.3	7536362	7537048	-	687	428	451	573	275	247	254	223	190	188
SC_RS36080	NC_003888.3	7537508	7538713	+	1206	15	12	12	11	11	12	94	18	55
SC_RS36085	NC_003888.3	7538739	7539902	-	1164	92	110	134	139	120	204	199	194	217
SC_RS36090	NC_003888.3	7540064	7541155	-	1092	22	27	39	53	36	36	123	85	125
SC_RS36095	NC_003888.3	7541152	7541619	-	468	11	11	19	26	23	31	65	41	59
SC_RS36100	NC_003888.3	7541642	7542313	-	672	29	19	19	30	25	38	82	31	63
SC_RS36105	NC_003888.3	7542559	7543722	+	1164	2	0	2	4	5	6	79	18	59
SC_RS36110	NC_003888.3	7543722	7544747	+	1026	1	1	0	8	3	3	52	12	43
SC_RS36115	NC_003888.3	7544738	7545892	+	1155	2	2	1	9	8	6	65	9	42
SC_RS36120	NC_003888.3	7545965	7547179	+	1215	0	4	3	10	12	15	89	31	70
SC_RS36125	NC_003888.3	7547223	7549424	+	2202	17	31	31	43	47	48	190	79	169
SC_RS36130	NC_003888.3	7549461	7551299	+	1839	53	35	40	94	83	83	192	96	127
SC_RS36135	NC_003888.3	7551380	7552519	-	1140	5	3	8	7	4	6	78	20	55
SC_RS36140	NC_003888.3	7552594	7553190	+	597	156	150	218	124	91	131	157	96	120
SC_RS36145	NC_003888.3	7553214	7554719	-	1506	10	4	5	10	6	13	85	27	86
SC_RS36150	NC_003888.3	7555369	7557321	+	1953	3	6	4	2607	2263	2716	1107	981	881
SC_RS36155	NC_003888.3	7557438	7557872	+	435	2	0	1	738	642	630	411	370	270
SC_RS36160	NC_003888.3	7557875	7558249	+	375	0	2	1	358	361	395	190	176	151
SC_RS36165	NC_003888.3	7558227	7558856	+	630	3	1	2	1166	1045	1209	647	533	441
SC_RS36170	NC_003888.3	7558853	7559428	+	576	0	1	2	657	601	662	349	258	260
SC_RS36175	NC_003888.3	7559630	7560658	+	1029	337	313	343	175	103	173	80	46	89
SC_RS36180	NC_003888.3	7560698	7561891	+	1194	262	280	269	289	184	269	121	68	77
SC_RS36185	NC_003888.3	7561923	7562825	+	903	292	285	338	90	57	90	90	36	71
SC_RS36190	NC_003888.3	7562872	7563450	+	579	88	88	120	22	13	20	43	8	23
SC_RS36195	NC_003888.3	7563447	7563992	+	546	48	27	34	16	15	5	34	9	20
SC_RS36200	NC_003888.3	7564023	7564382	+	360	110	91	162	33	34	31	53	31	31
SC_RS36205	NC_003888.3	7564533	7565837	+	1305	313	281	359	142	125	140	147	93	130
SC_RS36210	NC_003888.3	7565958	7566031	+	74	30	20	22	3	16	12	12	4	10
SC_RS36215	NC_003888.3	7566130	7567347	-	1218	15	19	16	4	4	8	83	22	70
SC_RS36220	NC_003888.3	7567337	7567666	-	330	0	2	4	11	6	6	21	13	19
SC_RS36225	NC_003888.3	7568251	7570044	-	1794	50	44	76	45	29	62	137	51	119
SC_RS36230	NC_003888.3	7570606	7570968	-	363	31	34	42	583	554	533	253	159	137
SC_RS36235	NC_003888.3	7571107	7572336	-	1230	7	3	6	1	13	16	135	63	114
SC_RS36240	NC_003888.3	7572343	7572801	-	459	12	6	16	48	33	32	534	587	352
SC_RS36245	NC_003888.3	7572869	7574263	-	1395	26	11	40	60	33	53	497	499	419
SC_RS36250	NC_003888.3	7574420	7574779	+	360	32	22	38	89	74	95	264	257	210
SC_RS36255	NC_003888.3	7574849	7575238	+	390	10	12	20	31	41	58	101	121	107
SC_RS36260	NC_003888.3	7575359	7576048	-	690	1	0	4	30	19	34	48	39	49
SC_RS36265	NC_003888.3	7576036	7577847	-	1812	4	5	15	45	24	59	106	47	124
SC_RS36270	NC_003888.3	7577851	7578723	-	873	4	2	4	36	19	64	50	43	55
SC_RS36275	NC_003888.3	7579044	7579403	-	360	3	0	4	35	23	53	48	26	43
SC_RS36280	NC_003888.3	7579400	7580935	-	1536	1	9	3	182	150	352	174	100	118
SC_RS36285	NC_003888.3	7580932	7582254	-	1323	1	5	4	154	147	338	126	86	144
SC_RS36290	NC_003888.3	7582309	7584831	-	2523	4	2	6	242	222	466	253	121	207
SC_RS36295	NC_003888.3	7584942	7585664	-	723	5	2	1	209	196	388	154	142	150
SC_RS36300	NC_003888.3	7586410	7587975	+	1566	18	15	17	550	560	898	122	51	76
SC_RS36305	NC_003888.3	7588044	7588445	+	402	244	248	294	522	512	767	404	352	306
SC_RS36310	NC_003888.3	7588532	7589635	-	1104	6	3	7	84	79	167	97	45	88
SC_RS36315	NC_003888.3	7589632	7590327	-	696	5	3	9	32	15	59	48	20	25
SC_RS36320	NC_003888.3	7590412	7591452	-	1041	4	2	5	79	42	173	116	53	84
SC_RS36325	NC_003888.3	7591479	7598555	-	7077	12	9	8	303	234	661	497	166	385
SC_RS36330	NC_003888.3	7599249	7600730	+	1482	57	59	89	1971	2200	2913	1450	1394	1028
SC_RS36335	NC_003888.3	7600790	7601569	-	780	50	35	49	200	176	205	204	165	167
SC_RS36340	NC_003888.3	7601654	7602007	+	354	24	31	44	57	54	62	66	44	74
SC_RS36345	NC_003888.3	7602498	7602773	+	276	2	1	2	8	7	13	23	12	37
SC_RS36350	NC_003888.3	7602829	7604424	+	1596	15	15	14	43	36	48	136	50	102
SC_RS36355	NC_003888.3	7604468	7604857	+	390	12	12	11	30	24	41	64	42	48
SC_RS36360	NC_003888.3	7605261	7606241	-	981	14	19	26	63	61	94	105	45	82
SC_RS36365	NC_003888.3	7606238	7606651	-	414	19	25	39	45	47	74	50	43	46
SC_RS36370	NC_003888.3	7606744	7607052	+	309	11	10	12	24	29	46	45	40	37
SC_RS36375	NC_003888.3	7607049	7608155	+	1107	37	31	53	86	73	103	99	50	84
SC_RS36380	NC_003888.3	7608214	7609278	+	1065	32	26	32	34	34	68	105	40	75
SC_RS36385	NC_003888.3	7609452	7610765	-	1314	4	9	4	2	5	1	83	12	71
SC_RS36390	NC_003888.3	7610762	7612807	-	2046	7	11	13	5	7	5	116	22	108
SC_RS36395	NC_003888.3	7613491	7614387	+	897	14	10	15	21	23	37	89	42	64
SC_RS36400	NC_003888.3	7614564	7615928	-	1365	1	0	1	3	5	2	80	7	44
SC_RS36405	NC_003888.3	7615994	7617112	-	1119	2	0	2	1	1	4	65	17	43
SC_RS36410	NC_003888.3	7617112	7618383	-	1272	1	1	0	0	2	3	65	15	60
SC_RS36415	NC_003888.3	7618380	7619342	-	963	0	0	0	1	0	2	55	19	48
SC_RS36420	NC_003888.3	7619557	7619847	-	291	3	2	0	0	0	0	26	13	25
SC_RS36425	NC_003888.3	7620051	7620230	-	180	0	0	0	0	0	0	14	5	9
SC_RS36430	NC_003888.3	7620290	7620910	-	621	0	0	0	0	0	1	20	4	17
SC_RS36435	NC_003888.3	7621003	7621461	-	459	3	0	0	1	0	0	22	4	24
SC_RS36440	NC_003888.3	7621458	7623257	-	1800	3	4	2	7	6	3	96	14	77
SC_RS36445	NC_003888.3	7623285	7624064	-	780	0	0	2	1	0	2	44	11	28
SC_RS36450	NC_003888.3	7624067	7624633	-	567	1	0	0	2	0	0	34	9	17
SC_RS36455	NC_003888.3	7624664	7625485	-	822	2	0	0	2	1	1	34	3	33
SC_RS36460	NC_003888.3	7625476	7625829	-	354	0	1	0	0	0	0	13	2	9
SC_RS36465	NC_003888.3	7625857	7626660	-	804	5	6	5	2	5	0	29	12	37
SC_RS36470	NC_003888.3	7626657	7627040	-	384	0	0	2	1	0	0	27	5	23
SC_RS36475	NC_003888.3	7627477	7628124	-	648	2	1	1	0	3	0	35	4	30
SC_RS36480	NC_003888.3	7628121	7628879	-	759	2	1	1	1	1	0	45	9	35
SC_RS36485	NC_003888.3	7628905	7629609	-	705	1	5	0	1	0	0	36	6	27
SC_RS36490	NC_003888.3	7629623	7630453	-	831	2	5	2	1	1	3	54	17	33
SC_RS36495	NC_003888.3	7630450	7630887	-	438	3	1	3	1	5	0	30	4	27
SC_RS36500	NC_003888.3	7631006	7632703	-	1698	47	50	62	26	30	36	127	46	94
SC_RS36505	NC_003888.3	7632712	7633056	-	345	98	87	135	60	42	52	68	58	63
SC_RS36510	NC_003888.3	7633190	7633681	-	492	0	3	1	2	0	4	29	11	23
SC_RS36515	NC_003888.3	7633888	7635678	-	1791	5	10	11	3	4	5	105	21	65
SC_RS36520	NC_003888.3	7635675	7636820	-	1146	2	1	3	2	1	0	63	16	46
SC_RS36525	NC_003888.3	7637008	7637229	-	222	2	0	0	0	0	0	16	3	17
SC_RS36530	NC_003888.3	7637267	7638457	-	1191	1	1	1	2	1	0	57	9	48
SC_RS36535	NC_003888.3	7638454	7638912	-	459	0	2	0	1	0	1	24	2	12
SC_RS36540	NC_003888.3	7638950	7640056	-	1107	2	0	1	1	1	1	66	11	57
SC_RS36545	NC_003888.3	7640049	7640792	-	744	0	1	2	2	1	2	28	9	24
SC_RS36550	NC_003888.3	7640844	7641461	-	618	0	1	0	1	0	2	23	6	44
SC_RS36555	NC_003888.3	7641501	7642535	-	1035	2	2	0	1	0	0	50	9	46
SC_RS36560	NC_003888.3	7642591	7643502	-	912	0	0	0	1	1	5	39	6	50
SC_RS36565	NC_003888.3	7643492	7643716	-	225	0	0	0	0	0	0	17	0	5
SC_RS36570	NC_003888.3	7643807	7644442	-	636	0	0	0	0	0	0	30	9	32
SC_RS36575	NC_003888.3	7644396	7644821	-	426	0	0	0	0	2	0	32	8	24
SC_RS36580	NC_003888.3	7644900	7645406	-	507	0	1	4	0	0	1	39	5	26
SC_RS36585	NC_003888.3	7645403	7646185	-	783	0	2	1	4	0	1	33	4	42
SC_RS36590	NC_003888.3	7646264	7647787	-	1524	2	1	3	3	6	1	83	18	60
SC_RS36595	NC_003888.3	7647816	7648277	-	462	0	0	0	0	2	1	24	6	24
SC_RS36600	NC_003888.3	7648378	7649850	-	1473	0	1	0	0	0	7	92	13	93
SC_RS36605	NC_003888.3	7649943	7651331	-	1389	3	2	4	3	2	6	68	16	85
SC_RS36610	NC_003888.3	7651368	7652060	-	693	0	2	1	1	1	1	44	7	31
SC_RS36615	NC_003888.3	7652060	7652374	-	315	0	0	2	0	0	0	20	3	15
SC_RS36620	NC_003888.3	7652497	7653630	-	1134	2	2	0	3	2	0	74	7	48
SC_RS36625	NC_003888.3	7654146	7654901	+	756	0	1	1	0	1	0	40	13	42
SC_RS36630	NC_003888.3	7655068	7655703	+	636	0	0	0	1	0	0	23	8	37
SC_RS36635	NC_003888.3	7655700	7656185	+	486	0	1	0	1	0	0	25	3	14
SC_RS36640	NC_003888.3	7656204	7656902	+	699	0	0	0	2	1	0	45	7	33
SC_RS36645	NC_003888.3	7656920	7657660	+	741	1	0	0	0	1	1	43	8	31
SC_RS36650	NC_003888.3	7657842	7658154	+	313	0	0	0	0	0	0	19	2	10
SC_RS36655	NC_003888.3	7658251	7658733	+	483	0	1	0	0	1	0	37	7	16
SC_RS36660	NC_003888.3	7658730	7659174	+	445	0	0	0	0	0	0	19	7	24
SC_RS36665	NC_003888.3	7659185	7659598	+	414	0	0	0	0	2	1	30	8	17
SC_RS36670	NC_003888.3	7659639	7660481	+	843	1	0	1	1	0	1	41	8	34
SC_RS36675	NC_003888.3	7660478	7660993	+	516	0	0	0	1	0	2	21	8	22
SC_RS36680	NC_003888.3	7660990	7662225	+	1236	1	0	2	0	4	2	57	20	49
SC_RS36685	NC_003888.3	7662267	7662569	+	303	0	0	0	1	2	0	14	1	8
SC_RS36690	NC_003888.3	7662605	7663855	+	1251	1	1	1	1	0	1	62	15	64
SC_RS36695	NC_003888.3	7663852	7665003	+	1152	9	6	8	4	3	3	45	17	55
SC_RS36700	NC_003888.3	7665000	7665629	+	630	0	0	0	3	0	0	36	9	30
SC_RS36705	NC_003888.3	7665653	7666519	+	867	0	0	0	0	0	1	59	9	34
SC_RS36710	NC_003888.3	7666548	7667036	+	489	0	0	0	0	1	0	31	5	25
SC_RS36715	NC_003888.3	7667138	7667884	+	747	0	0	0	0	0	1	43	10	42
SC_RS36720	NC_003888.3	7667918	7668928	+	1011	0	1	0	3	3	3	55	11	70
SC_RS36725	NC_003888.3	7669060	7669404	+	345	8	5	9	17	11	14	57	33	53
SC_RS36730	NC_003888.3	7669618	7671186	-	1569	47	41	48	968	879	1061	900	663	709
SC_RS36735	NC_003888.3	7671335	7672108	+	774	11	4	10	2	5	10	66	21	51
SC_RS36740	NC_003888.3	7672687	7673991	-	1305	14	14	23	61	67	88	185	120	149
SC_RS36745	NC_003888.3	7674846	7675178	+	333	2	6	6	12	6	8	41	25	36
SC_RS36750	NC_003888.3	7675634	7676473	-	840	2	2	4	1	5	1	14	7	10
SC_RS36755	NC_003888.3	7676742	7677550	+	809	1	1	2	6	5	5	41	9	28
SC_RS36760	NC_003888.3	7677996	7678349	+	354	25	22	24	22	17	20	46	24	26
SC_RS36765	NC_003888.3	7678455	7678745	+	291	6	2	7	3	4	7	18	8	19
SC_RS36770	NC_003888.3	7678761	7679582	+	822	14	13	24	11	10	14	55	21	54
SC_RS36775	NC_003888.3	7679755	7680447	-	693	11	21	30	5	6	7	43	4	45
SC_RS36780	NC_003888.3	7680528	7680971	-	444	159	184	224	86	112	108	68	29	47
SC_RS36785	NC_003888.3	7681180	7682922	-	1743	3	5	3	8	3	6	111	15	79
SC_RS36790	NC_003888.3	7682938	7683549	-	612	2	0	2	1	0	2	22	3	16
SC_RS36795	NC_003888.3	7683546	7683782	-	237	0	0	0	0	1	0	9	2	11
SC_RS36800	NC_003888.3	7683869	7684060	-	192	0	1	1	0	0	1	5	0	3
SC_RS36805	NC_003888.3	7684057	7685787	-	1731	0	1	4	0	1	2	93	13	96
SC_RS36810	NC_003888.3	7685784	7686425	-	642	0	0	0	1	1	1	42	9	16
SC_RS36815	NC_003888.3	7686586	7687302	-	717	1	5	4	0	1	1	34	3	27
SC_RS36820	NC_003888.3	7687305	7688201	-	897	15	13	19	3	1	1	66	17	45
SC_RS36825	NC_003888.3	7689444	7689767	-	324	16	2	12	2	3	2	33	4	35
SC_RS36830	NC_003888.3	7689750	7690454	+	705	63	44	54	18	8	24	36	18	45
SC_RS36835	NC_003888.3	7690550	7690702	+	153	2	2	9	1	2	1	20	2	13
SC_RS36840	NC_003888.3	7691161	7691616	+	456	112	108	167	330	372	364	189	208	188
SC_RS36845	NC_003888.3	7691781	7692905	-	1125	36	32	42	67	71	60	401	361	326
SC_RS36850	NC_003888.3	7692907	7694997	-	2091	42	51	51	129	109	131	1488	1307	1117
SC_RS36855	NC_003888.3	7695016	7696275	-	1260	0	2	5	13	10	17	288	231	223
SC_RS36860	NC_003888.3	7696262	7699360	-	3099	4	15	11	17	18	9	682	529	528
SC_RS36865	NC_003888.3	7699447	7699626	-	180	2	0	1	17	13	19	906	914	708
SC_RS36870	NC_003888.3	7699664	7699795	-	132	0	1	1	20	19	20	840	929	721
SC_RS36875	NC_003888.3	7699902	7700069	-	168	2	0	0	6	6	10	205	230	166
SC_RS36880	NC_003888.3	7700261	7700728	-	468	1	6	2	11	5	5	328	234	170
SC_RS36885	NC_003888.3	7700803	7701378	-	576	1	3	1	4	12	11	222	220	153
SC_RS36890	NC_003888.3	7701375	7701950	-	576	2	2	4	3	1	8	217	160	109
SC_RS36895	NC_003888.3	7702025	7702498	-	474	0	3	2	2	5	3	116	90	91
SC_RS36900	NC_003888.3	7702634	7703887	-	1254	0	0	2	2	12	6	334	243	239
SC_RS36905	NC_003888.3	7703970	7704611	-	642	0	0	1	3	11	0	240	221	159
SC_RS36910	NC_003888.3	7704611	7705189	-	579	0	0	0	4	4	3	186	132	130
SC_RS36915	NC_003888.3	7705245	7705652	-	408	1	1	4	7	6	4	211	203	191
SC_RS36920	NC_003888.3	7705649	7706164	-	516	1	1	4	3	1	4	223	204	180
SC_RS36925	NC_003888.3	7706226	7707743	-	1518	0	5	3	15	12	11	638	489	478
SC_RS36930	NC_003888.3	7707771	7709672	-	1902	1	6	2	12	7	15	601	468	440
SC_RS36935	NC_003888.3	7709876	7710373	-	498	2	0	0	12	7	19	363	347	306
SC_RS36940	NC_003888.3	7710563	7711951	+	1389	72	56	77	151	163	186	348	241	270
SC_RS36945	NC_003888.3	7712024	7712521	+	498	111	115	171	173	195	188	194	149	158
SC_RS36950	NC_003888.3	7712805	7713266	-	462	2	4	9	10	17	7	567	415	402
SC_RS36955	NC_003888.3	7713425	7714828	+	1404	39	24	36	987	801	930	745	596	509
SC_RS36960	NC_003888.3	7714825	7715706	+	882	171	157	203	276	304	337	310	219	210
SC_RS36965	NC_003888.3	7715801	7716844	-	1044	169	166	203	171	148	179	219	167	200
SC_RS36970	NC_003888.3	7717864	7719441	-	1578	217	209	251	67	80	103	188	105	173
SC_RS36975	NC_003888.3	7719817	7722720	+	2904	6	5	4	5	7	5	165	38	159
SC_RS36980	NC_003888.3	7722717	7723481	+	765	2	0	4	1	4	1	32	10	39
SC_RS36985	NC_003888.3	7723478	7725217	+	1740	7	8	13	5	6	5	103	24	72
SC_RS36990	NC_003888.3	7725214	7725813	+	600	10	8	6	3	3	1	38	10	20
SC_RS36995	NC_003888.3	7725810	7726127	+	318	8	12	13	5	2	6	14	1	16
SC_RS37000	NC_003888.3	7726124	7726489	+	366	41	37	53	47	29	22	63	22	36
SC_RS37005	NC_003888.3	7726503	7727030	-	528	456	417	526	667	631	646	455	402	380
SC_RS37010	NC_003888.3	7727111	7728259	-	1149	14	17	19	402	310	394	472	442	431
SC_RS37015	NC_003888.3	7728261	7729661	-	1401	47	55	56	1185	1102	1458	1333	1433	1379
SC_RS37020	NC_003888.3	7729774	7730619	-	846	0	1	1	1	4	0	51	8	44
SC_RS37025	NC_003888.3	7730937	7731587	-	651	0	3	6	10	6	10	41	12	40
SC_RS37030	NC_003888.3	7731590	7731922	-	333	2	5	0	1	4	4	18	8	16
SC_RS37035	NC_003888.3	7731868	7732188	-	321	4	6	2	8	8	8	15	10	19
SC_RS37040	NC_003888.3	7732266	7733075	-	810	19	12	16	58	48	37	57	31	52
SC_RS37045	NC_003888.3	7733254	7734441	+	1188	20	17	30	60	64	41	98	29	60
SC_RS37050	NC_003888.3	7734509	7736044	+	1536	11	25	22	51	67	50	89	33	77
SC_RS37055	NC_003888.3	7736107	7736880	+	774	52	52	41	28	28	33	75	18	68
SC_RS37060	NC_003888.3	7736807	7738927	-	2121	67	69	86	32	39	47	162	50	108
SC_RS37065	NC_003888.3	7739022	7739795	-	774	210	202	277	312	277	349	222	204	197
SC_RS37070	NC_003888.3	7739853	7740392	-	540	61	49	59	63	50	57	59	67	79
SC_RS37075	NC_003888.3	7740493	7740566	+	74	6	6	9	1	2	0	8	6	5
SC_RS37080	NC_003888.3	7740635	7741057	-	423	37	47	76	110	117	143	89	95	95
SC_RS37085	NC_003888.3	7741171	7741956	-	786	13	17	12	25	17	18	65	19	54
SC_RS37090	NC_003888.3	7742010	7743884	-	1875	26	37	41	56	52	43	150	59	111
SC_RS37095	NC_003888.3	7743881	7744777	-	897	24	21	29	28	26	26	40	32	54
SC_RS37100	NC_003888.3	7744831	7745727	-	897	21	21	37	20	16	14	54	13	51
SC_RS37105	NC_003888.3	7745741	7746703	-	963	32	34	38	34	20	26	81	28	75
SC_RS37110	NC_003888.3	7746957	7747979	+	1023	98	91	93	143	130	176	194	143	170
SC_RS37115	NC_003888.3	7747979	7749055	+	1077	51	65	76	79	64	80	137	65	128
SC_RS37120	NC_003888.3	7749062	7750054	+	993	35	39	25	37	47	39	126	61	75
SC_RS37125	NC_003888.3	7750057	7750959	+	903	42	35	51	57	49	52	105	64	76
SC_RS37130	NC_003888.3	7751075	7751488	+	414	302	229	363	79	74	60	132	118	131
SC_RS37135	NC_003888.3	7751527	7752531	-	1005	88	64	80	29	24	24	76	25	56
SC_RS37140	NC_003888.3	7752600	7753763	-	1164	33	36	41	17	20	20	52	13	58
SC_RS37145	NC_003888.3	7753893	7754939	+	1047	18	10	23	26	33	35	73	25	60
SC_RS37150	NC_003888.3	7755003	7755470	+	468	0	4	1	6	1	3	41	5	28
SC_RS37155	NC_003888.3	7755494	7755643	+	150	5	1	4	5	6	1	24	2	13
SC_RS37160	NC_003888.3	7755621	7756784	-	1164	86	82	80	98	82	61	94	61	106
SC_RS37165	NC_003888.3	7756901	7757254	-	354	22	14	16	33	29	29	32	31	25
SC_RS37170	NC_003888.3	7757496	7758473	-	978	57	48	65	130	137	124	78	55	77
SC_RS37175	NC_003888.3	7758904	7759110	+	207	0	1	0	1	0	2	14	3	18
SC_RS37180	NC_003888.3	7759229	7759302	+	74	0	3	5	0	2	0	15	7	19
SC_RS37185	NC_003888.3	7759825	7760904	-	1080	13	15	9	26	28	44	2481	2411	1949
SC_RS37190	NC_003888.3	7760977	7762803	+	1827	8	4	6	16	15	16	591	596	585
SC_RS37195	NC_003888.3	7762852	7766040	-	3189	164	173	202	336	311	295	433	394	380
SC_RS37200	NC_003888.3	7766257	7767690	+	1434	9	8	21	18	22	18	919	785	709
SC_RS37205	NC_003888.3	7767699	7768337	+	639	116	113	149	82	77	84	572	615	495
SC_RS37210	NC_003888.3	7768334	7768825	+	492	80	78	102	86	75	69	553	510	484
SC_RS37215	NC_003888.3	7768860	7770083	-	1224	53	50	48	24	15	16	130	37	108
SC_RS37220	NC_003888.3	7770163	7770960	-	798	70	78	72	9	5	9	51	22	44
SC_RS37225	NC_003888.3	7771060	7773279	-	2220	5201	5521	6456	6312	6588	8368	5669	6229	4387
SC_RS37230	NC_003888.3	7773382	7774443	-	1062	144	137	195	154	124	118	156	81	101
SC_RS37235	NC_003888.3	7774616	7776130	-	1515	9	9	12	495	388	465	290	224	212
SC_RS37240	NC_003888.3	7776162	7777172	-	1011	34	25	46	355	360	349	463	474	448
SC_RS37245	NC_003888.3	7777445	7778884	+	1440	46	42	75	334	333	372	336	288	322
SC_RS37250	NC_003888.3	7778881	7780284	+	1404	7	7	9	85	66	112	127	56	105
SC_RS37255	NC_003888.3	7780281	7781531	+	1251	12	8	2	86	65	101	99	70	95
SC_RS37260	NC_003888.3	7781548	7782447	-	900	4	4	4	947	702	728	272	200	196
SC_RS37265	NC_003888.3	7782661	7784535	+	1875	23	23	30	117	83	132	810	652	600
SC_RS37270	NC_003888.3	7784586	7786367	-	1782	534	579	704	319	264	316	452	395	432
SC_RS37275	NC_003888.3	7786480	7788084	-	1605	14	15	18	23	18	9	102	29	96
SC_RS37280	NC_003888.3	7788229	7789104	-	876	8	10	7	18	13	27	59	20	27
SC_RS37285	NC_003888.3	7789123	7790082	-	960	18	23	18	27	17	22	65	15	46
SC_RS37290	NC_003888.3	7790150	7791565	-	1416	67	48	62	77	58	100	128	67	106
SC_RS37295	NC_003888.3	7791717	7792730	-	1014	151	131	205	99	76	106	63	31	53
SC_RS37300	NC_003888.3	7792823	7797112	-	4290	62	56	73	222	171	200	314	121	306
SC_RS37305	NC_003888.3	7797371	7798381	-	1011	73	106	129	88	66	94	82	22	54
SC_RS37310	NC_003888.3	7798420	7799325	-	906	97	99	117	22	18	30	64	51	83
SC_RS37315	NC_003888.3	7800107	7801600	+	1494	344	273	355	171	127	184	166	95	154
