locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_coordinated	coordination_primary	nearest_methyl_dist	sites_within_2kb	sites_2kb_T1	sites_2kb_T2	delta_sites	lfc_T2vsT1	padj_T2vsT1
SC_RS37750		SCO7105	RNA polymerase sigma-70 factor	Sigma factor	7895116	7896042	-	7896042	arm	False	non_coordinated	1045	2	1	2	1	-1.0479481940274618	0.0213560034543913
SC_RS37755		SCO7106	WhiB family transcriptional regulator	WhiB	7896424	7896690	+	7896424	arm	False	non_coordinated	1005	2	1	2	1	0.3106959580748562	0.6090942505506286
SC_RS37785		SCO7112	RNA polymerase sigma-70 factor	Sigma factor	7901360	7902256	-	7902256	arm	False	non_coordinated	513	2	2	2	0	-1.5743738556846	7.463697832284487e-14
SC_RS37895		SCO7134	helix-turn-helix transcriptional regulator	HTH (other)	7925356	7928127	+	7925356	arm	False	non_coordinated	1257	2	1	1	0	-1.0582895924966045	4.421564757866732e-10
SC_RS37925		SCO7140	helix-turn-helix transcriptional regulator	HTH (other)	7934492	7935322	+	7934492	arm	False	non_coordinated	688	3	1	2	1	1.2530950966288965	1.5047631574565492e-08
SC_RS37935		SCO7142	winged helix-turn-helix transcriptional regulator	HTH (other)	7936071	7936472	+	7936071	arm	False	non_coordinated	340	4	2	3	1	0.3123485536686258	0.1647922678041628
SC_RS37940		SCO7143	helix-turn-helix transcriptional regulator	HTH (other)	7936673	7939486	+	7936673	arm	False	non_coordinated	262	4	2	3	1	0.6048271416243798	0.0007990336874587148
SC_RS37945		SCO7144	sigma-70 family RNA polymerase sigma factor	Sigma factor	7939618	7940355	+	7939618	arm	False	non_coordinated	1015	2	1	2	1	0.2845818355499136	0.5621828385858687
SC_RS37950		SCO7145	MarR family winged helix-turn-helix transcriptional regulator	MarR	7940566	7941048	+	7940566	arm	False	non_coordinated	67	2	1	1	0	-0.0393927113348231	0.9521028509008
SC_RS37955		SCO7146	ArsR/SmtB family transcription factor	ArsR	7941058	7941408	+	7941058	arm	False	non_coordinated	425	2	1	1	0	0.1205814515527366	0.6407367238290088
SC_RS38065		SCO7168	GntR family transcriptional regulator	GntR	7964783	7965457	+	7964783	arm	False	non_coordinated	1165	2	0	2	2	-0.6077899749147638	0.0045814110923721
SC_RS38095		SCO7175	SsgA family sporulation/cell division regulator	Other regulatory	7972971	7973441	+	7972971	arm	False	non_coordinated	1745	1	0	0	0	0.2871589065833566	0.6257661444578468
SC_RS38105		SCO7178	helix-turn-helix transcriptional regulator	HTH (other)	7977963	7978478	+	7977963	arm	False	non_coordinated	2590	0	0	0	0	0.1202613186117827	0.8458404611450434
SC_RS38175		SCO7192	sigma factor-like helix-turn-helix DNA-binding protein	Sigma factor	7995692	7996294	+	7995692	arm	False	non_coordinated	3058	0	0	0	0	5.245677928386516	3.721682611337834e-32
SC_RS38220		SCO7201	MarR family winged helix-turn-helix transcriptional regulator	MarR	8004242	8004748	+	8004242	arm	False	non_coordinated	622	6	2	5	3	-0.2875053222151583	0.2471159446452
SC_RS38325		SCO7222	TetR/AcrR family transcriptional regulator	TetR	8027802	8028512	-	8028512	arm	False	non_coordinated	481	5	3	4	1	-0.2568892583500227	0.3982287358506263
SC_RS38365		SCO7230	response regulator transcription factor	Response regulator	8035811	8036500	+	8035811	arm	False	non_coordinated	1455	2	1	0	-1	0.2579330576947403	0.2519277354101035
SC_RS38475		SCO7252	DNA-binding protein NsdB	Other regulatory	8062135	8063643	+	8062135	arm	True	discordant_gain_up	46	4	0	2	2	9.317497513720548	3.5040142420988754e-226
SC_RS38565		SCO7270	LysR family transcriptional regulator	LysR	8079088	8079972	-	8079972	arm	False	non_coordinated	1794	1	1	1	0	-0.4523750193596417	0.0607258168917036
SC_RS38605		SCO7278	RNA polymerase sigma factor SigF	Sigma factor	8085400	8086287	-	8086287	arm	False	non_coordinated	233	4	0	4	4	0.7577641624538549	0.002092318622088
SC_RS38610		SCO7279	helix-turn-helix domain-containing protein	HTH (other)	8086495	8086968	+	8086495	arm	True	discordant_gain_up	25	4	0	4	4	1.5122439263738874	2.7868803275573235e-09
SC_RS38660		SCO7289	SsgA family sporulation/cell division regulator	Other regulatory	8094134	8094562	-	8094562	arm	False	non_coordinated	2095	0	0	0	0	-0.2219314978556929	0.6309217481577426
SC_RS38730		SCO7303	TetR/AcrR family transcriptional regulator	TetR	8111024	8111647	+	8111024	arm	False	non_coordinated	919	2	2	1	-1	-0.3554975083925613	0.3280894375131716
SC_RS38745		SCO7306	WhiB family transcriptional regulator	WhiB	8113809	8114060	-	8114060	arm	False	non_coordinated	711	1	1	1	0	1.3600240391579397	0.0014552338191751
SC_RS38750		SCO7307	LysR family transcriptional regulator ArgP	LysR	8114185	8115087	-	8115087	arm	False	non_coordinated	1514	2	1	2	1	0.9655255008363708	4.999529101915077e-05
SC_RS38785		SCO7314	SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	8120541	8121440	+	8120541	arm	True	discordant_gain_up	67	3	0	2	2	1.9292968279677385	4.0457431010406377e-11
SC_RS38825		SCO7322	anti-sigma regulatory factor	Anti-sigma	8129858	8130298	-	8130298	arm	False	non_coordinated	2951	0	0	0	0	0.1623930521528462	0.5382954842564609
SC_RS38920		SCO7341	SigB/SigF/SigG family RNA polymerase sigma factor	Sigma factor	8154965	8155756	-	8155756	arm	False	non_coordinated	1891	1	1	1	0	0.1821825681641175	0.7617376284146863
SC_RS38950		SCO7347	TetR/AcrR family transcriptional regulator	TetR	8161308	8161964	+	8161308	arm	False	non_coordinated	686	5	2	2	0	-1.2377428889750035	5.2805335775513766e-11
SC_RS38960		SCO7351	helix-turn-helix transcriptional regulator	HTH (other)	8163903	8164718	+	8163903	arm	False	non_coordinated	164	6	3	3	0	1.5749940463613954	0.0006302437516514302
SC_RS39010		SCO7361	helix-turn-helix domain-containing protein	HTH (other)	8173887	8175416	+	8173887	arm	False	non_coordinated	410	3	1	3	2	-0.7028200230209442	4.82899053699824e-05
SC_RS39025		SCO7364	TetR/AcrR family transcriptional regulator	TetR	8177482	8178147	-	8178147	arm	False	non_coordinated	849	3	1	2	1	-0.4913578887678504	0.0545437320880553
SC_RS39260		SCO7411	LacI family DNA-binding transcriptional regulator	LacI	8225904	8226962	+	8225904	arm	True	discordant_gain_up	157	1	0	0	0	0.6752788836681285	0.0417953703301207
SC_RS39325		SCO7424	MarR family winged helix-turn-helix transcriptional regulator	MarR	8238976	8239428	+	8238976	arm	False	non_coordinated	973	5	2	2	0	2.328423106585965	1.145605548874059e-13
SC_RS39340	nsrR	SCO7427	nitric oxide-sensing transcriptional repressor NsrR	Repressor	8241835	8242281	+	8241835	arm	False	non_coordinated	1270	2	1	2	1	2.076088368562657	8.897240765946121e-20
SC_RS39370		SCO7433	LysR family transcriptional regulator	LysR	8246125	8247111	+	8246125	arm	False	non_coordinated	437	2	1	2	1	-0.013077225448528	0.9782201365491856
SC_RS39395		SCO7438	LysR family transcriptional regulator	LysR	8252589	8253524	+	8252589	arm	False	non_coordinated	959	1	1	1	0	-0.6075084523896809	0.1640315396464979
SC_RS39410		SCO7441	TetR/AcrR family transcriptional regulator	TetR	8255351	8255941	+	8255351	arm	False	non_coordinated	1803	1	1	1	0	0.0970040238191012	0.7381534407920447
SC_RS39630		SCO7486	ROK family transcriptional regulator	ROK	8296646	8297848	-	8297848	arm	False	non_coordinated	25	4	2	2	0	-0.7621827406415761	0.00015365672124769832
SC_RS39685		SCO7497	AraC family transcriptional regulator	AraC	8308924	8309703	+	8308924	arm	False	non_coordinated	464	5	4	4	0	-0.6376665096956609	0.0753228067049006
SC_RS39690		SCO7498	GntR family transcriptional regulator	GntR	8309894	8310544	-	8310544	arm	False	non_coordinated	696	2	1	1	0	-1.9134663438208523	1.2667151519868008e-11
SC_RS39710		SCO7502	LacI family DNA-binding transcriptional regulator	LacI	8314675	8315715	-	8315715	arm	False	non_coordinated	156	3	0	2	2	0.0152221707013668	0.9498746459936523
SC_RS39760		SCO7512	GlxA family transcriptional regulator	Other regulatory	8326492	8327448	-	8327448	arm	False	non_coordinated	322	2	0	2	2	-0.0096515123551182	0.9788992733278512
SC_RS39790		SCO7518	TetR/AcrR family transcriptional regulator	TetR	8333583	8334140	-	8334140	arm	False	non_coordinated	700	3	0	3	3	0.7829044673158415	5.820203087557548e-05
SC_RS39835		SCO7527	helix-turn-helix transcriptional regulator	HTH (other)	8346301	8347302	-	8347302	arm	False	non_coordinated	869	3	2	2	0	0.9972933086261436	0.0308920261570426
SC_RS39845		SCO7529	winged helix DNA-binding domain-containing protein	HTH (other)	8347854	8348954	+	8347854	arm	False	non_coordinated	317	3	2	2	0	1.189739955564859	0.00038734914108207896
SC_RS39850		SCO7530	MerR family transcriptional regulator	MerR	8348997	8350073	-	8350073	arm	True	discordant_gain_up	225	6	4	5	1	0.804545404597441	0.023562700652312
SC_RS39865		SCO7533	response regulator transcription factor	Response regulator	8352526	8353227	+	8352526	arm	False	non_coordinated	799	2	2	2	0	1.2609622000625589	6.70018352389574e-05
SC_RS39870		SCO7534	sensor histidine kinase	Sensor kinase	8353224	8354738	+	8353224	arm	False	non_coordinated	1497	2	2	2	0	2.2513191761115268	1.315865342484872e-07
SC_RS39890		SCO7538	LysR family transcriptional regulator	LysR	8359236	8360183	+	8359236	arm	False	non_coordinated	596	2	0	1	1	0.92386053268818	1.7451321919353892e-05
SC_RS39895		SCO7539	TetR/AcrR family transcriptional regulator	TetR	8360197	8360931	-	8360931	arm	False	non_coordinated	2291	0	0	0	0	1.90525926908529	3.31237063381509e-13
SC_RS39915		SCO7543	ROK family transcriptional regulator	ROK	8365625	8366890	+	8365625	arm	False	non_coordinated	283	2	1	2	1	0.3174114997788794	0.4379218359318673
SC_RS39960		SCO7552	TetR/AcrR family transcriptional regulator	TetR	8373973	8374590	-	8374590	arm	False	non_coordinated	123	6	3	4	1	0.8672368374511926	0.0022046403636705
SC_RS39970		SCO7554	LacI family DNA-binding transcriptional regulator	LacI	8375936	8376949	-	8376949	arm	False	non_coordinated	1047	2	1	1	0	-0.9856835515882724	1.0591560961464357e-07
SC_RS40010		SCO7562	IclR family transcriptional regulator	IclR	8385161	8385997	-	8385997	arm	False	non_coordinated	1146	2	1	2	1	0.0893493563924571	0.7197832293355203
SC_RS40040		SCO7568	ROK family protein	ROK	8391351	8392310	-	8392310	arm	True	concordant_repression	51	3	0	2	2	-1.2552343502126442	2.703495194456091e-06
SC_RS40095		SCO7579	helix-turn-helix domain-containing protein	HTH (other)	8402873	8403748	+	8402873	arm	False	non_coordinated	938	1	0	1	1	1.978316071036801	2.7322912209136593e-13
SC_RS40120		SCO7584	TetR/AcrR family transcriptional regulator	TetR	8409626	8410198	-	8410198	arm	False	non_coordinated	236	1	1	1	0	0.3252894068191078	0.1470801490401127
SC_RS40125		SCO7585	MerR family transcriptional regulator	MerR	8410259	8410624	-	8410624	arm	False	non_coordinated	662	1	1	1	0	3.482150054914994	2.4285583070090933e-35
SC_RS40155		SCO7591	LysR substrate-binding domain-containing protein	LysR	8417434	8418396	-	8418396	arm	False	non_coordinated	1105	1	0	0	0	0.0238826598454784	0.953841220079533
SC_RS40190		SCO7599	MurR/RpiR family transcriptional regulator	Other regulatory	8425073	8426008	+	8425073	arm	False	non_coordinated	2211	0	0	0	0	2.322462075482234	7.226127046143991e-19
SC_RS40205		SCO7602	TetR/AcrR family transcriptional regulator	TetR	8429126	8429713	+	8429126	arm	False	non_coordinated	280	3	1	3	2	0.1734614752606331	0.5150613900017305
SC_RS40210		SCO7603	LysR family transcriptional regulator	LysR	8429821	8430759	-	8430759	arm	False	non_coordinated	889	3	1	3	2	-0.1050498770238725	0.7154870567687163
SC_RS40245		SCO7610	helix-turn-helix transcriptional regulator	HTH (other)	8437174	8438154	+	8437174	arm	False	non_coordinated	82	4	1	4	3	0.8323382923894537	0.0548940103416463
SC_RS40270		SCO7615	helix-turn-helix domain-containing protein	HTH (other)	8442864	8443736	+	8442864	arm	False	non_coordinated	486	3	2	3	1	2.282563047984613	7.979918457629517e-33
SC_RS40285		SCO7618	IclR family transcriptional regulator	IclR	8444856	8445614	+	8444856	arm	False	non_coordinated	2478	0	0	0	0	2.4891659531675208	1.3093846098220433e-25
SC_RS40315		SCO7624	TetR/AcrR family transcriptional regulator	TetR	8450331	8451026	-	8451026	arm	False	non_coordinated	511	3	2	2	0	1.789563700414326	5.793133072676573e-10
SC_RS40390		SCO7639	MarR family winged helix-turn-helix transcriptional regulator	MarR	8468385	8468807	+	8468385	arm	False	non_coordinated	865	3	2	3	1	-1.9677755252935685	4.471177169644736e-11
SC_RS40395		SCO7640	LysR family transcriptional regulator	LysR	8468827	8469810	-	8469810	arm	False	non_coordinated	560	1	1	1	0	-0.9898133542710656	0.0020040704990063
SC_RS40420		SCO7645	TetR/AcrR family transcriptional regulator	TetR	8473207	8473920	+	8473207	arm	False	non_coordinated	2733	0	0	0	0	0.7718907569447695	0.0015134455149768
SC_RS40435		SCO7648	response regulator transcription factor	Response regulator	8475216	8475908	-	8475908	arm	True	concordant_derepression	32	1	1	1	0	2.439373553896403	6.110294370672873e-25
SC_RS40440		SCO7649	sensor histidine kinase	Sensor kinase	8476050	8477246	-	8477246	arm	False	non_coordinated	1306	3	2	2	0	0.832098119188154	0.0001944032647342184
SC_RS40450		SCO7651	TetR/AcrR family transcriptional regulator	TetR	8478902	8479495	-	8479495	arm	False	non_coordinated	88	5	3	4	1	-0.0699888507420797	0.8815490474322932
SC_RS40530		SCO7668	helix-turn-helix domain-containing protein	HTH (other)	8492841	8493260	+	8492841	arm	False	non_coordinated	450	2	2	1	-1		
SC_RS40655		SCO7694	TetR/AcrR family transcriptional regulator	TetR	8531016	8531588	+	8531016	arm	False	non_coordinated	1696	2	2	1	-1	-0.6512356615659685	0.0044886541224734
SC_RS40665		SCO7696	MarR family winged helix-turn-helix transcriptional regulator	MarR	8532086	8532541	+	8532086	arm	False	non_coordinated	626	7	3	5	2	-0.3852946992279291	0.2664891864050023
SC_RS40675		SCO7698	MerR family transcriptional regulator	MerR	8534142	8535239	-	8535239	arm	False	non_coordinated	1133	6	1	5	4	6.713866498922921	4.3709813880513573e-119
SC_RS40695		SCO7702	FadR/GntR family transcriptional regulator	GntR	8539362	8540072	+	8539362	arm	False	non_coordinated	975	2	0	1	1	1.255797203891179	1.5039627238860526e-08
SC_RS40705		SCO7704	TetR/AcrR family transcriptional regulator	TetR	8541365	8542072	+	8541365	arm	False	non_coordinated	48	3	0	2	2	-0.0381337573329031	0.8872241428090095
SC_RS40715		SCO7706	helix-turn-helix transcriptional regulator	HTH (other)	8543383	8544237	-	8544237	arm	False	non_coordinated	811	1	0	1	1	-0.5849955635502094	0.0712048654894692
SC_RS40730		SCO7709	MarR family winged helix-turn-helix transcriptional regulator	MarR	8545444	8545872	+	8545444	arm	False	non_coordinated	396	4	1	3	2	-0.1292031354906641	0.6901138187863162
SC_RS40740		SCO7711	sensor histidine kinase	Sensor kinase	8546786	8548315	+	8546786	arm	True	discordant_gain_up	35	4	1	3	2	3.155882755112203	3.0234167912246887e-31
SC_RS40745		SCO7712	response regulator	Response regulator	8548323	8549003	+	8548323	arm	False	non_coordinated	1194	4	1	3	2	1.1995164552335278	1.245761213906777e-06
SC_RS40780		SCO7719	TetR/AcrR family transcriptional regulator	TetR	8553428	8554087	-	8554087	arm	False	non_coordinated	912	3	0	2	2	0.5107326877453584	0.0612384703281476
SC_RS40805		SCO7724	transcriptional regulator	Other regulatory	8558433	8559848	-	8559848	arm	False	non_coordinated	426	2	1	2	1	-2.6098735454679076	4.489984762137044e-20
SC_RS40820		SCO7727	MarR family winged helix-turn-helix transcriptional regulator	MarR	8562591	8563058	-	8563058	arm	False	non_coordinated	1376	2	1	2	1	-0.8509038570949925	0.0005854032276163193
SC_RS40860		SCO7735	AraC family transcriptional regulator	AraC	8569962	8570174	+	8569962	arm	False	non_coordinated	848	8	4	5	1	0.2532833546682299	0.5946660676856664
SC_RS40895		SCO7742	MarR family winged helix-turn-helix transcriptional regulator	MarR	8577403	8577879	+	8577403	arm	False	non_coordinated	1609	1	0	1	1	0.9260032244489564	0.0049527084769926
SC_RS40930		SCO7751	MarR family winged helix-turn-helix transcriptional regulator	MarR	8584661	8585167	+	8584661	arm	False	non_coordinated	338	2	1	1	0	-0.4625874680291252	0.2100822606450845
SC_RS40940		SCO7753	helix-turn-helix transcriptional regulator	HTH (other)	8586108	8586491	-	8586491	arm	False	non_coordinated	1026	2	0	2	2	-1.9173222472750449	1.423738106527041e-10
SC_RS40985		SCO7765	MarR family winged helix-turn-helix transcriptional regulator	MarR	8595004	8595444	+	8595004	arm	False	non_coordinated	3695	0	0	0	0	0.5958914134685561	0.0196107007227109
SC_RS40995		SCO7767	helix-turn-helix transcriptional regulator	HTH (other)	8596583	8597410	-	8597410	arm	False	non_coordinated	2227	0	0	0	0	0.1146127928628551	0.6875911103223714
SC_RS41010		SCO7770	tetratricopeptide repeat protein	TetR	8598830	8599405	+	8598830	arm	False	non_coordinated	807	1	0	1	1	1.4952902967784247	0.0012908167791864
SC_RS41025			ArsR family transcriptional regulator	ArsR	8601845	8601940	+	8601845	arm	False	non_coordinated	136	2	0	2	2		
SC_RS41050		SCO7778	IclR family transcriptional regulator	IclR	8605797	8606564	+	8605797	arm	False	non_coordinated	411	3	1	2	1	1.5464556094143065	9.466023915731459e-11
SC_RS41060		SCO7780	helix-turn-helix domain-containing protein	HTH (other)	8607539	8608480	+	8607539	arm	False	non_coordinated	975	3	1	2	1	1.558169930487341	8.271906095939122e-11
SC_RS41085		SCO7785	TetR/AcrR family transcriptional regulator	TetR	8611658	8612263	+	8611658	arm	False	non_coordinated	492	3	1	3	2	2.8622816485837728	8.791960504398378e-37
SC_RS41090			helix-turn-helix domain-containing protein	HTH (other)	8612498	8613397	-	8613397	arm	False	non_coordinated	2231	0	0	0	0	1.357758013493811	0.0004811417175920975
SC_RS41130		SCO7794	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	8618313	8618951	+	8618313	arm	False	non_coordinated	1112	1	0	1	1	-1.1706397634528138	0.0050470130310173
SC_RS41190		SCO7809	TetR/AcrR family transcriptional regulator	TetR	8628356	8628988	-	8628988	arm	False	non_coordinated	1096	3	1	3	2	-0.3378111196565529	0.2724533823324434
SC_RS41225		SCO7815	TetR/AcrR family transcriptional regulator	TetR	8634834	8635487	+	8634834	arm	False	non_coordinated	15	2	0	0	0	-0.1555362007224736	0.5467020590977745
SC_RS41235		SCO7817	helix-turn-helix transcriptional regulator	HTH (other)	8636400	8637257	-	8637257	arm	False	non_coordinated	358	2	0	2	2	2.9317316720443833	2.9982477301476326e-14
SC_RS41270		SCO7824	TetR/AcrR family transcriptional regulator	TetR	8643240	8643812	-	8643812	arm	False	non_coordinated	1253	2	1	2	1	0.9107738786248518	0.0005943926758850598
