gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term
SC_RS00610	SCP1.115		protein_coding	NC_003903.1	109297	109824	+	WhiB family transcriptional regulator	WP_011039414.1	
SC_RS00615	SCP1.116		protein_coding	NC_003903.1	110149	111153	+	RNA polymerase sigma factor	WP_319152303.1	GO:0006352,GO:0003677,GO:0016987
SC_RS00620	SCP1.117		protein_coding	NC_003903.1	111150	111905	+	hypothetical protein	WP_011039416.1	
SC_RS00625	SCP1.118		protein_coding	NC_003903.1	112041	112220	+	hypothetical protein	WP_011039417.1	
SC_RS00630	SCP1.119	dnaN	protein_coding	NC_003903.1	112312	113430	+	DNA polymerase III subunit beta	WP_011039418.1	GO:0006260,GO:0003677,GO:0003887,GO:0009360
SC_RS00635	SCP1.120		protein_coding	NC_003903.1	113446	113625	+	hypothetical protein	WP_011039419.1	
SC_RS00640	SCP1.121		protein_coding	NC_003903.1	113836	114735	+	hypothetical protein	WP_319152302.1	
SC_RS00645			pseudogene	NC_003903.1	114800	115153	+	RapZ C-terminal domain-containing protein		
SC_RS00650			protein_coding	NC_003903.1	115163	115540	+	hypothetical protein	WP_319152315.1	
SC_RS00655	SCP1.124c		protein_coding	NC_003903.1	115803	116042	-	hypothetical protein	WP_011039423.1	
SC_RS00660	SCP1.125		protein_coding	NC_003903.1	116467	118641	+	hypothetical protein	WP_011039424.1	
SC_RS00665	SCP1.126		protein_coding	NC_003903.1	118650	118886	+	hypothetical protein	WP_011039425.1	
SC_RS00670	SCP1.127		protein_coding	NC_003903.1	118883	119662	+	hypothetical protein	WP_011039426.1	
SC_RS00675	SCP1.128		protein_coding	NC_003903.1	120071	120868	+	hypothetical protein	WP_011039427.1	
SC_RS00680	SCP1.129		protein_coding	NC_003903.1	120868	121305	+	hypothetical protein	WP_011039428.1	
SC_RS00685	SCP1.130		protein_coding	NC_003903.1	121302	121631	+	hypothetical protein	WP_011039429.1	
SC_RS00690	SCP1.131		protein_coding	NC_003903.1	121863	122663	+	hypothetical protein	WP_011039430.1	
SC_RS00695	SCP1.132c		protein_coding	NC_003903.1	122807	123301	-	hypothetical protein	WP_319152300.1	
SC_RS00700	SCP1.134		protein_coding	NC_003903.1	123923	124249	+	hypothetical protein	WP_011039433.1	
SC_RS00705	SCP1.135		protein_coding	NC_003903.1	124246	125187	+	hypothetical protein	WP_011039434.1	
SC_RS00710	SCP1.136		protein_coding	NC_003903.1	125422	127911	+	helicase associated domain-containing protein	WP_430981101.1	GO:0003676
SC_RS00715	SCP1.138		protein_coding	NC_003903.1	128828	130090	+	ParA family protein	WP_011039437.1	GO:0005524,GO:0016887
SC_RS00720	SCP1.139		protein_coding	NC_003903.1	130087	131214	+	ParB/RepB/Spo0J family partition protein	WP_011039438.1	GO:0003677
SC_RS00725	SCP1.140		protein_coding	NC_003903.1	131476	133197	+	DUF2637 domain-containing protein	WP_011039439.1	
SC_RS00730	SCP1.141		protein_coding	NC_003903.1	133878	134771	+	hypothetical protein	WP_011039440.1	
SC_RS00735	SCP1.142		protein_coding	NC_003903.1	134811	135074	+	hypothetical protein	WP_011039441.1	
SC_RS00740	SCP1.143		protein_coding	NC_003903.1	135071	136180	+	conjugal transfer protein	WP_011039442.1	
SC_RS00745	SCP1.144		protein_coding	NC_003903.1	136187	136474	+	hypothetical protein	WP_011039443.1	
SC_RS00750	SCP1.145		protein_coding	NC_003903.1	136471	137070	+	hypothetical protein	WP_011039444.1	
SC_RS00755	SCP1.146		protein_coding	NC_003903.1	137070	139616	+	ATP-binding protein	WP_011039445.1	
SC_RS00760	SCP1.147		protein_coding	NC_003903.1	139613	141931	+	integral membrane protein	WP_011039446.1	
SC_RS00765	SCP1.148		protein_coding	NC_003903.1	141924	143078	+	C40 family peptidase	WP_011039447.1	GO:0000270,GO:0006508,GO:0008233,GO:0008234,GO:0016787
SC_RS00770	SCP1.149c		protein_coding	NC_003903.1	143167	144276	-	hypothetical protein	WP_011039448.1	
SC_RS00775	SCP1.150c		protein_coding	NC_003903.1	144552	145661	-	hypothetical protein	WP_011039449.1	
SC_RS00780	SCP1.151c		protein_coding	NC_003903.1	145658	146182	-	RNA polymerase sigma factor	WP_011039450.1	GO:0006352,GO:0003677,GO:0016987
SC_RS00785	SCP1.152		protein_coding	NC_003903.1	146399	146851	+	hypothetical protein	WP_011039451.1	
SC_RS00790	SCP1.153		protein_coding	NC_003903.1	147363	147803	+	hypothetical protein	WP_319152329.1	
SC_RS00795	SCP1.154		protein_coding	NC_003903.1	147800	149980	+	type IV secretory system conjugative DNA transfer family protein	WP_011039453.1	GO:0016020
SC_RS00800	SCP1.155		protein_coding	NC_003903.1	150019	150951	+	replication-relaxation family protein	WP_319152330.1	
SC_RS00805	SCP1.156		protein_coding	NC_003903.1	150948	151241	+	hypothetical protein	WP_011039455.1	
SC_RS00810	SCP1.157		protein_coding	NC_003903.1	151363	151653	+	hypothetical protein	WP_319152331.1	
SC_RS00815	SCP1.158		protein_coding	NC_003903.1	152373	153824	+	helix-turn-helix domain-containing protein	WP_011039457.1	
SC_RS00820	SCP1.159c		protein_coding	NC_003903.1	153834	154106	-	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	WP_319152332.1	
SC_RS00825	SCP1.160c		protein_coding	NC_003903.1	154161	155738	-	NADH-quinone oxidoreductase subunit NuoF family protein	WP_011039459.1	GO:0051539
SC_RS00830	SCP1.161c		protein_coding	NC_003903.1	156182	156988	-	sigma-70 family RNA polymerase sigma factor	WP_011039460.1	GO:0006352,GO:0006355,GO:0003700,GO:0016987
SC_RS00835			protein_coding	NC_003903.1	157452	157763	-	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	WP_416071029.1	
SC_RS00840	SCP1.163		protein_coding	NC_003903.1	157995	159116	+	IS630 family transposase	WP_430981102.1	GO:0004803
SC_RS00845			pseudogene	NC_003903.1	159765	159896	-	IS5-like element IS4811 family transposase		
SC_RS00850	SCP1.164c		protein_coding	NC_003903.1	159899	160291	-	VOC family protein	WP_011039463.1	
SC_RS00855			protein_coding	NC_003903.1	160361	160498	-	hypothetical protein	WP_319152280.1	
SC_RS00860	SCP1.165		protein_coding	NC_003903.1	160942	161544	+	hypothetical protein	WP_011039464.1	
SC_RS00865	SCP1.166		protein_coding	NC_003903.1	161538	162440	+	ATP/GTP-binding protein	WP_011039465.1	
SC_RS00870	SCP1.167		protein_coding	NC_003903.1	162487	163170	+	SAF domain-containing protein	WP_011039466.1	
SC_RS00875	SCP1.168		protein_coding	NC_003903.1	163174	164052	+	hypothetical protein	WP_011039467.1	
SC_RS00880	SCP1.169		protein_coding	NC_003903.1	164045	165658	+	CpaF family protein	WP_011039468.1	GO:0005524,GO:0016887
SC_RS00885	SCP1.170		protein_coding	NC_003903.1	165702	166694	+	type II secretion system F family protein	WP_011039469.1	GO:0016020
SC_RS00890	SCP1.171		protein_coding	NC_003903.1	166691	167584	+	type II secretion system F family protein	WP_011039470.1	
SC_RS00895	SCP1.172		protein_coding	NC_003903.1	167601	167792	+	integral membrane protein	WP_011039471.1	
SC_RS00900	SCP1.173		protein_coding	NC_003903.1	167825	168244	+	TadE/TadG family type IV pilus assembly protein	WP_011039472.1	
SC_RS00905	SCP1.174		protein_coding	NC_003903.1	168241	168684	+	TadE/TadG family type IV pilus assembly protein	WP_011039473.1	GO:0009297
SC_RS00910	SCP1.175		protein_coding	NC_003903.1	168681	169124	+	pilus assembly protein TadG-related protein	WP_011039474.1	
SC_RS00915	SCP1.176		protein_coding	NC_003903.1	169131	172742	+	LysM peptidoglycan-binding domain-containing protein	WP_011039475.1	
SC_RS00920	SCP1.177		protein_coding	NC_003903.1	173067	173675	+	hypothetical protein	WP_011039476.1	
SC_RS00925			protein_coding	NC_003903.1	173781	173927	-	hypothetical protein	WP_319152278.1	
SC_RS00930	SCP1.179		protein_coding	NC_003903.1	173994	174191	+	hypothetical protein	WP_319152277.1	
SC_RS00935	SCP1.180		protein_coding	NC_003903.1	174205	174516	+	hypothetical protein	WP_011039479.1	
SC_RS00940			protein_coding	NC_003903.1	174626	175174	-	hypothetical protein	WP_319152276.1	
SC_RS00945			protein_coding	NC_003903.1	175119	175583	-	hypothetical protein	WP_319152275.1	
SC_RS00950	SCP1.182		protein_coding	NC_003903.1	175779	176534	+	TIGR02391 family protein	WP_011039480.1	
SC_RS00955	SCP1.183		protein_coding	NC_003903.1	176599	177141	+	hypothetical protein	WP_011039481.1	
SC_RS00960	SCP1.183c		protein_coding	NC_003903.1	177213	177818	-	hypothetical protein	WP_319152274.1	
SC_RS00965	SCP1.184		protein_coding	NC_003903.1	178160	178438	+	hypothetical protein	WP_011039483.1	
SC_RS00970	SCP1.185		protein_coding	NC_003903.1	178395	178949	+	DUF6879 family protein	WP_011039484.1	
SC_RS00975	SCP1.186		protein_coding	NC_003903.1	178957	179805	+	helix-turn-helix domain-containing protein	WP_011039485.1	GO:0003677
SC_RS00980	SCP1.187		protein_coding	NC_003903.1	179960	180511	+	hypothetical protein	WP_011039486.1	
SC_RS00985	SCP1.188c		protein_coding	NC_003903.1	180497	180781	-	hypothetical protein	WP_011039487.1	
SC_RS00990	SCP1.189		protein_coding	NC_003903.1	181035	182222	+	hypothetical protein	WP_319152273.1	
SC_RS00995	SCP1.190c		pseudogene	NC_003903.1	182187	183168	-	site-specific integrase		
SC_RS01000	SCP1.191		protein_coding	NC_003903.1	183470	183649	+	hypothetical protein	WP_011039490.1	
SC_RS01005	SCP1.192		protein_coding	NC_003903.1	183694	184086	+	restriction endonuclease	WP_319152281.1	
SC_RS01010	SCP1.194		protein_coding	NC_003903.1	184494	185051	+	hypothetical protein	WP_011039492.1	
SC_RS01015			protein_coding	NC_003903.1	185598	186713	+	bifunctional DNA primase/polymerase	WP_319152272.1	
SC_RS01020	SCP1.196		protein_coding	NC_003903.1	186710	188230	+	DNA primase family protein	WP_011039494.1	
SC_RS01025	SCP1.197		protein_coding	NC_003903.1	188227	188628	+	DUF6009 family protein	WP_011039495.1	
SC_RS01030	SCP1.198		protein_coding	NC_003903.1	189013	189642	+	zinc finger domain-containing protein	WP_430981103.1	
SC_RS01035	SCP1.199c		protein_coding	NC_003903.1	189929	191446	-	trypsin-like serine protease	WP_011039497.1	GO:0006508,GO:0004252
SC_RS01040	SCP1.200c		protein_coding	NC_003903.1	191837	192337	-	secreted protein	WP_011039498.1	
SC_RS01045	SCP1.201		protein_coding	NC_003903.1	192944	196954	+	DddA-like double-stranded DNA deaminase toxin	WP_011039499.1	
SC_RS01050	SCP1.202		protein_coding	NC_003903.1	196963	197466	+	Imm1 family immunity protein	WP_011039500.1	
SC_RS01055			protein_coding	NC_003903.1	197590	198018	-	hypothetical protein	WP_319152270.1	
SC_RS01060	SCP1.203c		protein_coding	NC_003903.1	198102	198485	-	hypothetical protein	WP_319152269.1	
SC_RS01065	SCP1.204c		protein_coding	NC_003903.1	198693	200357	-	hypothetical protein	WP_319152268.1	
SC_RS01070	SCP1.205c		protein_coding	NC_003903.1	200576	203101	-	DEAD/DEAH box helicase	WP_011039503.1	GO:0003676,GO:0005524
SC_RS01075	SCP1.206c		protein_coding	NC_003903.1	203314	203814	-	hypothetical protein	WP_319152267.1	
SC_RS01080	SCP1.207c		protein_coding	NC_003903.1	203838	206291	-	hypothetical protein	WP_319152266.1	
SC_RS01085	SCP1.208		protein_coding	NC_003903.1	207016	208056	+	hypothetical protein	WP_011039506.1	
SC_RS01090	SCP1.209c		protein_coding	NC_003903.1	208371	209366	-	hypothetical protein	WP_011039507.1	
SC_RS01095			protein_coding	NC_003903.1	209380	209586	-	hypothetical protein	WP_199815100.1	
SC_RS01100			protein_coding	NC_003903.1	210807	211025	+	hypothetical protein	WP_319152265.1	
SC_RS01105	SCP1.212	uppS	protein_coding	NC_003903.1	211196	212794	+	polyprenyl diphosphate synthase	WP_319152264.1	GO:0009252,GO:0005737
SC_RS01110	SCP1.213c		protein_coding	NC_003903.1	212818	213495	-	secreted protein	WP_011039511.1	
SC_RS01115			protein_coding	NC_003903.1	213631	214520	+	IS5 family transposase	WP_319152263.1	GO:0004803
SC_RS01120	SCP1.216		protein_coding	NC_003903.1	214627	215106	+	hypothetical protein	WP_319152262.1	
SC_RS01125	SCP1.216Ac		protein_coding	NC_003903.1	215655	217472	-	helicase associated domain-containing protein	WP_430981104.1	GO:0003676
SC_RS01130	SCP1.217		protein_coding	NC_003903.1	217465	217674	+	helix-turn-helix domain-containing protein	WP_011039516.1	
SC_RS01135	SCP1.217Ac		protein_coding	NC_003903.1	217949	219067	-	hypothetical protein	WP_319152232.1	
SC_RS01140	SCP1.218c		protein_coding	NC_003903.1	219314	219769	-	DUF6228 family protein	WP_319152233.1	
SC_RS01145	SCP1.219		protein_coding	NC_003903.1	219993	220502	+	DinB family protein	WP_319152234.1	
SC_RS01150			pseudogene	NC_003903.1	220585	221378	-	IS630 family transposase		GO:0004803
SC_RS01155	SCP1.221		protein_coding	NC_003903.1	221485	222648	+	ParA family protein	WP_011039520.1	GO:0005524,GO:0016887
SC_RS01160	SCP1.222		protein_coding	NC_003903.1	222645	223790	+	ParB/RepB/Spo0J family partition protein	WP_011039521.1	GO:0003677
SC_RS01165	SCP1.223c		protein_coding	NC_003903.1	224000	224353	-	DUF6300 family protein	WP_011039522.1	
SC_RS01170	SCP1.224c	dnaE	protein_coding	NC_003903.1	224350	227952	-	DNA polymerase III subunit alpha	WP_319152235.1	GO:0006260,GO:0003676,GO:0008408
SC_RS01175	SCP1.225		protein_coding	NC_003903.1	228863	229135	+	hypothetical protein	WP_189285673.1	
SC_RS01180	SCP1.226		protein_coding	NC_003903.1	229132	229518	+	PIN domain-containing protein	WP_011039525.1	
SC_RS01185	SCP1.227		protein_coding	NC_003903.1	229812	230153	+	hypothetical protein	WP_319152237.1	
SC_RS01190	SCP1.227c		protein_coding	NC_003903.1	230263	230826	-	Rossmann-fold NAD(P)-binding domain-containing protein	WP_319152238.1	
SC_RS01195			protein_coding	NC_003903.1	230887	231129	+	hypothetical protein	WP_319152255.1	
SC_RS01200	SCP1.228c		protein_coding	NC_003903.1	231676	232200	-	flavin reductase family protein	WP_011039528.1	GO:0010181,GO:0016491,GO:0016646
SC_RS01205	SCP1.229c		protein_coding	NC_003903.1	232231	232692	-	nuclear transport factor 2 family protein	WP_011039529.1	
SC_RS01210	SCP1.230		protein_coding	NC_003903.1	232923	233864	+	helix-turn-helix transcriptional regulator	WP_011039530.1	GO:0003677
SC_RS01215	SCP1.231		protein_coding	NC_003903.1	233951	234604	+	NADPH-dependent F420 reductase	WP_011039531.1	GO:0016491,GO:0016651,GO:0052851,GO:0070967
SC_RS01220	SCP1.232		protein_coding	NC_003903.1	234674	235837	+	NADH:flavin oxidoreductase	WP_011039532.1	
SC_RS01225			protein_coding	NC_003903.1	236056	236205	+	hypothetical protein	WP_193783570.1	
SC_RS01230	SCP1.233		protein_coding	NC_003903.1	236410	237429	+	AvrD family protein	WP_011039533.1	
SC_RS01235	SCP1.233A		protein_coding	NC_003903.1	237541	238245	+	AAA family ATPase	WP_011039534.1	
SC_RS01240	SCP1.233B		protein_coding	NC_003903.1	238242	239240	+	beta-ketoacyl-ACP synthase III	WP_011039535.1	GO:0006633,GO:0004315,GO:0016746,GO:0033818
SC_RS01245	SCP1.234		protein_coding	NC_003903.1	239304	239552	+	acyl carrier protein	WP_011039536.1	GO:0006633,GO:0009245,GO:0000035,GO:0000036
SC_RS01250	SCP1.235		protein_coding	NC_003903.1	239676	240374	+	HAD-IB family hydrolase	WP_011039537.1	GO:0008152,GO:0016787
SC_RS01255	SCP1.236		protein_coding	NC_003903.1	240371	240991	+	ATP/GTP-binding protein	WP_011039538.1	GO:0000166
SC_RS01260	SCP1.237c		protein_coding	NC_003903.1	241054	242481	-	MFS transporter	WP_011039539.1	GO:0055085,GO:0022857,GO:0016020
SC_RS01265	SCP1.238		protein_coding	NC_003903.1	242698	243033	+	ArsR/SmtB family transcription factor	WP_011039540.1	GO:0006355,GO:0003677,GO:0003700
SC_RS01270	SCP1.239c		protein_coding	NC_003903.1	242996	244177	-	Gfo/Idh/MocA family protein	WP_011039541.1	GO:0000166,GO:0003824
SC_RS01275	SCP1.240c		protein_coding	NC_003903.1	244260	245381	-	LLM class flavin-dependent oxidoreductase	WP_011039542.1	GO:0010181,GO:0016491,GO:0070967
SC_RS01280	SCP1.241c		protein_coding	NC_003903.1	245412	246275	-	thioesterase II family protein	WP_319152239.1	GO:0009058
SC_RS01285	SCP1.242c		protein_coding	NC_003903.1	246362	247006	-	ScbR family autoregulator-binding transcription factor	WP_011039544.1	
SC_RS01290	SCP1.243		protein_coding	NC_003903.1	247201	248262	+	ScbA/BarX family gamma-butyrolactone biosynthesis protein	WP_011039545.1	GO:0016740
SC_RS01295	SCP1.244		protein_coding	NC_003903.1	248259	249461	+	acyl-CoA dehydrogenase family protein	WP_011039546.1	GO:0016627
SC_RS01300	SCP1.245		protein_coding	NC_003903.1	249461	250255	+	HAD family hydrolase	WP_319152253.1	GO:0016311,GO:0016791,GO:0046872
SC_RS01305	SCP1.246		protein_coding	NC_003903.1	250406	251017	+	TetR/AcrR family transcriptional regulator	WP_011039548.1	GO:0003677
SC_RS01310	SCP1.247c		protein_coding	NC_003903.1	251127	251561	-	hypothetical protein	WP_011039549.1	
SC_RS01315	SCP1.248c		protein_coding	NC_003903.1	251565	251804	-	hypothetical protein	WP_011039550.1	
SC_RS01320	SCP1.249c		protein_coding	NC_003903.1	251995	252324	-	AtpZ/AtpI family protein	WP_011039551.1	GO:1902600,GO:0045259
SC_RS01325	SCP1.250		protein_coding	NC_003903.1	252531	252950	+	hypothetical protein	WP_319152254.1	
SC_RS01330			protein_coding	NC_003903.1	252945	253238	-	hypothetical protein	WP_319152242.1	
SC_RS01335	SCP1.251		protein_coding	NC_003903.1	253237	253575	+	hypothetical protein	WP_319152243.1	
SC_RS01340	SCP1.252c		protein_coding	NC_003903.1	253719	254249	-	hypothetical protein	WP_011039554.1	
SC_RS01345	SCP1.253		protein_coding	NC_003903.1	254385	255002	+	hypothetical protein	WP_011039555.1	
SC_RS01350	SCP1.254c		protein_coding	NC_003903.1	255286	255909	-	hypothetical protein	WP_011039556.1	
SC_RS01355	SCP1.255c		protein_coding	NC_003903.1	255857	256288	-	hypothetical protein	WP_011039557.1	
SC_RS01360	SCP1.257		protein_coding	NC_003903.1	256929	257408	+	lamin tail domain-containing protein	WP_234328707.1	GO:0005882
SC_RS01365	SCP1.258c		protein_coding	NC_003903.1	257545	258045	-	hypothetical protein	WP_011039560.1	
SC_RS01370	SCP1.259		protein_coding	NC_003903.1	258163	259413	+	IS256 family transposase	WP_011039561.1	GO:0004803
SC_RS01375	SCP1.260		protein_coding	NC_003903.1	259437	259787	+	hypothetical protein	WP_011039562.1	
SC_RS01380	SCP1.261c		protein_coding	NC_003903.1	260052	260555	-	lamin tail domain-containing protein	WP_011039563.1	GO:0005882
SC_RS01385	SCP1.262		protein_coding	NC_003903.1	260805	261038	+	DUF6207 family protein	WP_319152245.1	
SC_RS01390			protein_coding	NC_003903.1	261236	261430	-	hypothetical protein	WP_319152246.1	
SC_RS01395	SCP1.264		protein_coding	NC_003903.1	261701	263065	+	hypothetical protein	WP_319152247.1	
SC_RS01400	SCP1.265c		protein_coding	NC_003903.1	263311	263901	-	hypothetical protein	WP_430981105.1	
SC_RS01405	SCP1.267		protein_coding	NC_003903.1	264803	265462	+	HNH endonuclease family protein	WP_011039569.1	
SC_RS01410	SCP1.268		protein_coding	NC_003903.1	265459	265794	+	hypothetical protein	WP_011039570.1	
SC_RS01415	SCP1.269		protein_coding	NC_003903.1	265831	266202	+	hypothetical protein	WP_011039571.1	
SC_RS01420	SCP1.270		pseudogene	NC_003903.1	266352	266575	+	N-acetyltransferase family protein		
SC_RS01425	SCP1.272c		protein_coding	NC_003903.1	266896	267342	-	SRPBCC family protein	WP_011039574.1	
SC_RS01430	SCP1.273c		protein_coding	NC_003903.1	267556	270606	-	FG-GAP repeat domain-containing protein	WP_319152248.1	
SC_RS01435	SCP1.274		protein_coding	NC_003903.1	271090	277308	+	RHS repeat domain-containing protein	WP_319152249.1	GO:0030246
SC_RS01440			protein_coding	NC_003903.1	278390	278542	+	hypothetical protein	WP_319152251.1	
SC_RS01445			protein_coding	NC_003903.1	278968	279252	-	hypothetical protein	WP_319152252.1	
SC_RS01450	SCP1.276		protein_coding	NC_003903.1	279323	280864	+	ISL3-like element IS466 family transposase	WP_011029008.1	GO:0006313,GO:0004803
SC_RS01455	SCP1.277		protein_coding	NC_003903.1	280963	281178	+	hypothetical protein	WP_011039578.1	
SC_RS01460			protein_coding	NC_003903.1	281757	281954	+	toxin-antitoxin system HicB family antitoxin	WP_319152218.1	
SC_RS01465	SCP1.278		protein_coding	NC_003903.1	281951	282247	+	hypothetical protein	WP_011039376.1	
SC_RS01470	SCP1.279c		protein_coding	NC_003903.1	282655	283740	-	hypothetical protein	WP_011039375.1	
SC_RS01475	SCP1.280		protein_coding	NC_003903.1	283966	285579	+	hypothetical protein	WP_011039374.1	
SC_RS01480	SCP1.281		protein_coding	NC_003903.1	285624	286310	+	hypothetical protein	WP_319152217.1	
SC_RS01485	SCP1.282		protein_coding	NC_003903.1	286320	286571	+	hypothetical protein	WP_011039372.1	
SC_RS01490			protein_coding	NC_003903.1	286626	286973	-	SH3 domain-containing protein	WP_319152216.1	GO:0005515,GO:0070064
