tss_id,tss_position,strand,abundance,category,sco_gene,reference,gene_id
TSS-2874,6233274,-,4,P,SCO5716,,SC_RS30795
TSS-2875,6236824,-,54,S,SCO5717,,SC_RS30800
TSS-2876,6236871,-,462,P,SCO5717,Romero et al.,SC_RS30800
TSS-2877,6237137,+,193,P,SCO5718,,SC_RS30805
TSS-2878,6240932,+,9,S,SCO5721,,SC_RS30820
TSS-2879,6240950,-,463,P,SCO5720,,SC_RS30815
TSS-2880,6240986,-,63,S,SCO5720,,SC_RS30815
TSS-2881,6241005,+,17,P,SCO5721,Vockenhuber et al.,SC_RS30820
TSS-2882,6244273,-,121,P,SCO5723,Romero et al.,SC_RS30830
TSS-2883,6244410,+,33,P,SCO5724,Romero et al.,SC_RS30835
TSS-2884,6244688,+,18,S,SCO5724,,SC_RS30835
TSS-2885,6247273,-,39,P,SCO5728,,SC_RS30850
TSS-2886,6253395,-,40,P,SCO5733,,SC_RS30875
TSS-2887,6257444,-,237,P,SCO5734,,SC_RS30880
TSS-2888,6257499,+,47,P,SCO5735,Romero et al.,SC_RS30885
TSS-2889,6259063,+,559,P,SCO5736,Romero et al.,SC_RS30890
TSS-2890,6259397,-,29,A,SCO5736,,SC_RS30890
TSS-2891,6259639,+,7,P,SCO5737,,SC_RS30895
TSS-2892,6265643,-,83,P,SCO5742,Vockenhuber et al. and Romero et al.,SC_RS30920
TSS-2893,6265663,-,58,S,SCO5742,,SC_RS30920
TSS-2894,6265755,+,189,P,SCO5743,Romero et al.,SC_RS30925
TSS-2895,6266753,+,7,P,SCO5744,Vockenhuber et al.,SC_RS30930
TSS-2896,6269576,+,23869,P,SCOr16,Romero et al.,SC_RS30940
TSS-2897,6275952,+,5,P,SCOt61,,SC_RS30960
TSS-2898,6279021,-,46,P,SCO5747,,SC_RS30965
TSS-2899,6279028,+,46,P,SCO5748,,SC_RS30970
TSS-2900,6284969,+,31,S,SCO5749,Romero et al.,SC_RS30975
TSS-2901,6285148,+,43,P,SCO5749,Vockenhuber et al. and Romero et al.,SC_RS30975
TSS-2902,6285619,-,8,A,SCO5749,,SC_RS30975
TSS-2903,6285967,+,15,P,SCO5750,,SC_RS30980
TSS-2904,6288885,+,6,S,SCO5751,Romero et al.,SC_RS30985
TSS-2905,6289046,+,16,P,SCO5751,,SC_RS30985
TSS-2906,6289154,+,11,S,SCO5751,,SC_RS30985
TSS-2907,6290145,+,142,P,SCO5752,Romero et al.,SC_RS30990
TSS-2908,6292172,+,14,P,SCO5754,Romero et al.,SC_RS31000
TSS-2909,6293028,+,213,P,SCO5755,Romero et al.,SC_RS31005
TSS-2910,6294433,+,2,P,SCO5758,,SC_RS31020
TSS-2911,6304454,+,49,P,SCO5766,Romero et al.,SC_RS31060
TSS-2912,6306398,-,13,P,SCO5768,,SC_RS31070
TSS-2913,6306500,+,129,S,SCO5769,,SC_RS31075
TSS-2914,6306618,+,996,P,SCO5769,,SC_RS31075
TSS-2915,6310032,-,1059,P,SCO5772,Romero et al.,SC_RS31095
TSS-2916,6313436,+,3,A,SCO5775,,SC_RS31115
TSS-2917,6315347,+,11,P,SCO5778,,SC_RS31130
TSS-2918,6315377,-,41,P,SCO5777,,SC_RS31125
TSS-2919,6315612,-,3,S,SCO5777,,SC_RS31125
TSS-2920,6321291,+,22,P,SCO5784,Romero et al.,SC_RS31160
TSS-2921,6324453,+,25,P,SCO5787,Romero et al.,SC_RS31175
TSS-2922,6327476,-,7,P,SCO5790,Romero et al.,SC_RS31190
TSS-2923,6327656,+,4,P,SCO5791,Romero et al.,SC_RS31195
TSS-2924,6328529,+,26,P,SCO5792,,SC_RS31200
TSS-2925,6329272,+,10,P,SCO5793,Romero et al.,SC_RS31205
TSS-2926,6334393,+,70,P,SCO5796,,SC_RS31220
TSS-2927,6338652,+,7,P,SCO5799,,SC_RS31235
TSS-2928,6346720,-,7,P,SCO5803,,SC_RS31255
TSS-2929,6346899,+,6,P,SCO5804,,SC_RS31260
TSS-2930,6346919,+,3,S,SCO5804,,SC_RS31260
TSS-2931,6346962,+,5,S,SCO5804,,SC_RS31260
TSS-2932,6347613,+,7,P,SCO5805,,SC_RS31265
TSS-2933,6351324,-,15,P,SCO5806,,SC_RS31270
TSS-2934,6351419,+,12,P,SCO5807,,SC_RS31275
TSS-2935,6352147,+,2,P,SCO5808,,SC_RS31280
TSS-2936,6352816,+,11,P,SCO5809,Vockenhuber et al.,SC_RS31285
TSS-2937,6355605,-,64,P,SCO5810,,SC_RS31290
TSS-2938,6356446,+,124,P,SCO5812,Vockenhuber et al. and Romero et al.,SC_RS31300
TSS-2939,6356961,+,26,P,SCO5813,,SC_RS31305
TSS-2940,6358979,+,6,S,SCO5815,,SC_RS31315
TSS-2941,6359074,+,37,P,SCO5815,,SC_RS31315
TSS-2942,6361212,+,3,P,SCO5816,,SC_RS31320
TSS-2943,6367511,+,54,P,SCO5820,Romero et al.,SC_RS31340
TSS-2944,6370597,-,959,N,,,
TSS-2945,6370620,-,6,N,,,
TSS-2946,6370789,-,1975,N,,,
TSS-2947,6370943,+,21,P,SCO5822,,SC_RS31355
TSS-2948,6382678,-,2,P,SCO5831,,SC_RS31400
TSS-2949,6382784,+,2,P,SCO5832,,SC_RS31405
TSS-2950,6384391,-,13,P,SCO5833,Vockenhuber et al.,SC_RS31410
TSS-2951,6385302,+,33,P,SCO5835,,SC_RS31420
TSS-2952,6388920,-,4,S,SCO5836,Romero et al.,SC_RS31425
TSS-2953,6388990,-,12,P,SCO5836,,SC_RS31425
TSS-2954,6389127,+,234,P,SCO5837,Romero et al.,SC_RS31430
TSS-2955,6392109,+,13,P,SCO5839,,SC_RS31440
TSS-2956,6393148,+,20,P,SCO5840,,SC_RS31445
TSS-2957,6394382,-,21,S,SCO5841,,SC_RS31450
TSS-2958,6394795,-,347,P,SCO5841,Romero et al.,SC_RS31450
TSS-2959,6397754,+,2,P,SCO5843,Romero et al.,SC_RS31460
TSS-2960,6406098,+,11,P,SCO5850,,SC_RS31495
TSS-2961,6410006,-,3,P,SCO5853,,SC_RS31510
TSS-2962,6412510,-,338,P,SCO5855,Romero et al.,SC_RS31520
TSS-2963,6412686,+,49,P,SCO5856,Romero et al.,SC_RS31525
TSS-2964,6415194,-,4,P,SCO5857,,SC_RS31530
TSS-2965,6415974,-,3,P,SCO5858,,SC_RS31535
TSS-2966,6416236,+,212,P,SCO5859,,SC_RS31540
TSS-2967,6419234,+,4,P,SCO5862,Vockenhuber et al. and Romero et al.,SC_RS31555
TSS-2968,6420038,+,3,P,SCO5863,,SC_RS31560
TSS-2969,6421457,+,1524,P,SCO5864,,SC_RS31565
TSS-2970,6421538,+,503,S,SCO5864,,SC_RS31565
TSS-2971,6424274,+,125,S,SCO5869,Romero et al.,SC_RS31590
TSS-2972,6424526,+,180,P,SCO5869,,SC_RS31590
TSS-2973,6426285,+,34,P,SCO5871,Romero et al.,SC_RS31600
TSS-2974,6426838,-,14,A,SCO5871,,SC_RS31600
TSS-2975,6429608,+,28,P,SCO5873,Romero et al.,SC_RS31610
TSS-2976,6430294,-,4,A,SCO5874,,SC_RS31615
TSS-2977,6432404,-,2,P,SCO5876,,SC_RS31625
TSS-2978,6432601,+,48,P,SCO5877,Romero et al.,SC_RS31630
TSS-2979,6433591,+,10,P,SCO5878,,SC_RS31635
TSS-2980,6438972,-,56,P,SCO5881,Romero et al.,SC_RS31650
TSS-2981,6440437,-,4,P,SCO5882,,SC_RS31655
TSS-2982,6444315,-,162,P,SCO5887,,SC_RS31680
TSS-2983,6444567,+,2,P,SCO5888,,SC_RS31685
TSS-2984,6462763,-,5,A,SCO5897,,SC_RS31730
TSS-2985,6463084,-,3,A,SCO5897,,SC_RS31730
TSS-2986,6467712,+,14,P,SCO5901,,SC_RS31750
TSS-2987,6471605,+,96,A,SCO5905,,SC_RS31775
TSS-2988,6473573,+,3,P,SCO5906,,SC_RS31780
TSS-2989,6474517,+,14,P,SCO5908,,SC_RS31785
TSS-2990,6474592,+,10,S,SCO5908,,SC_RS31785
TSS-2991,6475955,-,24,I,SCO5911,,SC_RS31795
TSS-2992,6482626,-,471,P,SCO5914,Vockenhuber et al. and Romero et al.,SC_RS31810
TSS-2993,6484345,+,856,N,,Romero et al.,
TSS-2994,6486266,+,66,N,,Romero et al.,
TSS-2995,6487093,+,192,A,SCO5918,,SC_RS31835
TSS-2996,6489982,-,73,P,SCO5921,Romero et al.,SC_RS31850
TSS-2997,6498234,-,7,P,SCO5929,,SC_RS31890
TSS-2998,6498298,+,13,P,SCO5930,,
TSS-2999,6500951,-,7,P,SCO5931,,SC_RS31905
TSS-3000,6502821,+,6,A,SCO5933,Romero et al.,SC_RS31915
TSS-3001,6504108,+,7,P,SCO5934,,SC_RS31920
TSS-3002,6506763,-,118,P,SCO5938,,SC_RS31935
TSS-3003,6514710,-,12,A,SCO5947,,SC_RS31980
TSS-3004,6520509,+,248,P,SCO5952,Vockenhuber et al. and Romero et al.,SC_RS32005
TSS-3005,6527817,+,16,P,SCO5957,,SC_RS32030
TSS-3006,6532344,-,47,P,SCO5961,,SC_RS32050
TSS-3007,6539241,+,2,P,SCO5967,Romero et al.,SC_RS32080
TSS-3008,6542306,+,12,P,SCO5971,,SC_RS32100
TSS-3009,6543263,-,11,N,,,
TSS-3010,6543307,+,18,P,SCO5972,,SC_RS32105
TSS-3011,6549081,+,14,P,SCO5975,,SC_RS32120
TSS-3012,6550364,+,5,P,SCO5976,,SC_RS32125
TSS-3013,6562040,+,7,P,SCO5986,,SC_RS32175
TSS-3014,6565238,+,15,P,SCO5991,,SC_RS32195
TSS-3015,6567992,+,2,P,SCO5995,,SC_RS32215
TSS-3016,6574715,-,221,P,SCO5998,Vockenhuber et al.,SC_RS32230
TSS-3017,6575152,+,260,P,SCO5999,Vockenhuber et al. and Romero et al.,SC_RS32240
TSS-3018,6575276,+,38,S,SCO5999,,SC_RS32240
TSS-3019,6578244,+,26,P,SCO6000,Romero et al.,SC_RS32245
TSS-3020,6578423,+,9,P,SCO6001,,
TSS-3021,6579063,+,28,A,SCO6002,,SC_RS32250
TSS-3022,6580144,-,3,P,SCO6003,,SC_RS32255
TSS-3023,6584286,-,17,P,SCO6004,,SC_RS32260
TSS-3024,6584310,+,13,P,SCO6005,,SC_RS32265
TSS-3025,6587590,-,25,A,SCO6007,,SC_RS32275
TSS-3026,6588178,+,74,P,SCO6008,Romero et al.,SC_RS32280
TSS-3027,6589532,+,52,P,SCO6009,Romero et al.,SC_RS32285
TSS-3028,6594834,+,44,S,SCO6013,,SC_RS32305
TSS-3029,6594893,+,85,P,SCO6013,,SC_RS32305
TSS-3030,6601155,+,4,P,SCO6019,,SC_RS32330
TSS-3031,6603685,-,3,P,SCO6020,,SC_RS32335
TSS-3032,6603764,+,42,P,SCO6021,,SC_RS32340
TSS-3033,6603836,+,9,S,SCO6021,,SC_RS32340
TSS-3034,6611161,-,9,A,SCO6025,,SC_RS32360
TSS-3035,6616577,-,3,P,SCO6027,,SC_RS32370
TSS-3036,6617974,-,2,P,SCO6028,,SC_RS32375
TSS-3037,6619849,-,215,P,SCO6030,,SC_RS32385
TSS-3038,6629380,+,19,A,SCO6038,,SC_RS32425
TSS-3039,6633983,+,127,P,SCO6042,,SC_RS32450
TSS-3040,6638686,-,46,P,SCO6045,Vockenhuber et al.,SC_RS32465
TSS-3041,6646226,-,11,P,SCO6053,Romero et al.,SC_RS32505
TSS-3042,6646722,-,12,I,SCO6054,,SC_RS32510
TSS-3043,6648936,-,6,P,SCO6056,,SC_RS32520
TSS-3044,6652028,+,6,P,SCO6060,,SC_RS32540
TSS-3045,6653566,+,5,S,SCO6061,,SC_RS32545
TSS-3046,6653611,+,39,P,SCO6061,,SC_RS32545
TSS-3047,6654180,+,17,P,SCO6062,,SC_RS32550
TSS-3048,6654225,+,11,S,SCO6062,,SC_RS32550
TSS-3049,6663084,-,2,P,SCO6070,,SC_RS32590
TSS-3050,6663289,+,20,P,SCO6071,,SC_RS32595
TSS-3051,6669925,-,5,P,SCO6075,,SC_RS32615
TSS-3052,6674122,+,9,P,SCO6079,Romero et al.,SC_RS32635
TSS-3053,6674823,+,9,P,SCO6080,Romero et al.,SC_RS32640
TSS-3054,6680905,-,30,P,SCO6082,,SC_RS32650
TSS-3055,6681328,+,2,P,SCO6083,,SC_RS32655
TSS-3056,6682709,+,3,P,SCO6084,,SC_RS32660
TSS-3057,6688756,+,18,P,SCO6090,,SC_RS32690
TSS-3058,6692361,-,5,P,SCO6091,Vockenhuber et al.,SC_RS32695
TSS-3059,6702819,-,88,P,SCO6102,Romero et al.,SC_RS32750
TSS-3060,6703541,-,19,P,SCO6103,,SC_RS32760
TSS-3061,6705004,-,13,P,SCO6104,Romero et al.,SC_RS32765
TSS-3062,6706584,+,12,N,,Romero et al.,
TSS-3063,6708353,-,5,P,SCO6106,,SC_RS32775
TSS-3064,6708454,+,3,P,SCO6107,,SC_RS32780
TSS-3065,6709870,+,35,P,SCO6108,,SC_RS32785
TSS-3066,6724307,+,3,P,SCO6119,Romero et al.,SC_RS32840
TSS-3067,6725136,+,25,P,SCO6120,,SC_RS32845
TSS-3068,6726270,-,47,P,SCO6121,,SC_RS32850
TSS-3069,6726327,+,21,P,SCO6122,,SC_RS32855
TSS-3070,6727703,+,49,P,SCO6124,,SC_RS32870
TSS-3071,6729120,-,5,P,SCO6126,Romero et al.,SC_RS32880
TSS-3072,6729196,+,12,P,SCO6127,,SC_RS32885
TSS-3073,6730983,-,80,P,SCO6128,,SC_RS32890
TSS-3074,6731817,-,7,P,SCO6129,,SC_RS32895
TSS-3075,6740466,+,40,P,SCO6139,Romero et al.,SC_RS32945
TSS-3076,6741364,+,6,P,SCO6140,,SC_RS32950
TSS-3077,6744799,-,21,P,SCO6144,Romero et al.,SC_RS32970
TSS-3078,6744886,+,17,P,SCO6145,,SC_RS32975
TSS-3079,6748526,+,920,P,SCO6148,Romero et al.,SC_RS32990
TSS-3080,6755074,+,2,N,,Romero et al.,
TSS-3081,6756908,+,5,P,SCO6155,,SC_RS33025
TSS-3082,6758584,+,5,P,SCO6156,,SC_RS33030
TSS-3083,6760555,-,148,P,SCO6157,,SC_RS33035
TSS-3084,6761490,+,9,P,SCO6159,,SC_RS33045
TSS-3085,6771629,-,7,P,SCO6168,Romero et al.,SC_RS33090
TSS-3086,6773592,-,43,P,SCO6169,,SC_RS33095
TSS-3087,6773663,+,29,P,SCO6170,Romero et al.,SC_RS33100
TSS-3088,6782482,-,4,P,SCO6176,,SC_RS33130
TSS-3089,6783853,-,9,P,SCO6178,,SC_RS33140
TSS-3090,6783876,+,5,P,SCO6179,,SC_RS33145
TSS-3091,6790404,-,12,A,SCO6184,,SC_RS33170
TSS-3092,6803101,-,3,P,SCO6193,,SC_RS33215
TSS-3093,6804160,+,5,P,SCO6195,,SC_RS33225
TSS-3094,6805423,+,14,P,SCO6196,,SC_RS33230
TSS-3095,6808276,-,147,P,SCO6197,,SC_RS33235
TSS-3096,6808668,+,65,P,SCO6198,,SC_RS33240
TSS-3097,6812291,+,10,P,SCO6199,,SC_RS33245
TSS-3098,6822451,+,5,P,SCO6207,Romero et al.,SC_RS33285
TSS-3099,6830612,-,6,P,SCO6216,,SC_RS33330
TSS-3100,6831970,-,19,P,SCO6218,,SC_RS33340
TSS-3101,6832107,+,7,P,SCO6219,,SC_RS33345
TSS-3102,6844409,-,3,P,SCO6222,,SC_RS33360
TSS-3103,6848857,+,8,P,SCO6227,,SC_RS33385
TSS-3104,6852850,-,32,I,SCO6230,,SC_RS33400
TSS-3105,6859960,-,26,P,SCO6235,,SC_RS33425
TSS-3106,6863479,-,116,P,SCO6239,,SC_RS33445
TSS-3107,6868293,+,5,P,SCO6245,Romero et al.,SC_RS33475
TSS-3108,6869497,-,4,P,SCO6246,,SC_RS33480
TSS-3109,6869557,+,8,P,SCO6247,,SC_RS33485
TSS-3110,6876381,+,3,P,SCO6254,,SC_RS33520
TSS-3111,6878277,+,2,P,SCO6256,,SC_RS33530
TSS-3112,6879218,+,5,P,SCO6257,,SC_RS33535
TSS-3113,6884101,+,3,P,SCO6262,,SC_RS33560
TSS-3114,6889567,+,58,P,SCO6264,Vockenhuber et al. and Romero et al.,SC_RS33570
TSS-3115,6891247,+,6,P,SCO6266,Vockenhuber et al.,SC_RS33580
TSS-3116,6891300,-,876,P,SCO6265,,SC_RS33575
TSS-3117,6891710,-,6,A,SCO6266,,SC_RS33580
TSS-3118,6898949,-,14,P,SCO6271,,SC_RS33605
TSS-3119,6899105,+,25,P,SCO6272,,SC_RS33610
TSS-3120,6932046,-,40,P,SCO6275,,SC_RS33625
TSS-3121,6932082,+,108,P,SCO6276,,SC_RS33630
TSS-3122,6937977,+,188,P,SCO6280,Vockenhuber et al.,SC_RS33650
TSS-3123,6939760,+,18,P,SCO6281,,SC_RS33655
TSS-3124,6942568,-,361,P,SCO6282,Vockenhuber et al. and Romero et al.,SC_RS33660
TSS-3125,6943643,+,195,P,SCO6284,,SC_RS33670
TSS-3126,6946428,-,35,P,SCO6286,,SC_RS33680
TSS-3127,6948543,+,2,P,SCO6289,,SC_RS33695
TSS-3128,6954391,-,42,P,SCO6294,,SC_RS33720
TSS-3129,6968507,+,8,P,SCO6309,,SC_RS33790
TSS-3130,6969562,-,11,A,SCO6309,,SC_RS33790
TSS-3131,6969961,+,23,P,SCO6310,,SC_RS33795
TSS-3132,6972729,-,29,P,SCO6312,Vockenhuber et al. and Romero et al.,SC_RS33805
TSS-3133,6983550,+,6,A,SCO6323,,SC_RS33845
TSS-3134,6983919,-,294,P,SCO6323,,SC_RS33845
TSS-3135,6994689,+,25,A,SCO6335,,
TSS-3136,6998012,+,6,P,SCO6339,,SC_RS33915
TSS-3137,6999405,+,56,P,SCO6340,,SC_RS33920
TSS-3138,7000095,+,32,P,SCO6341,,SC_RS33925
TSS-3139,7000766,+,3,P,SCO6342,,SC_RS33930
TSS-3140,7004807,+,9,P,SCO6347,,SC_RS33950
TSS-3141,7014075,-,43,P,SCO6352,,
TSS-3142,7018971,+,1306,P,SCO6358,Romero et al.,SC_RS34005
TSS-3143,7019075,+,3,S,SCO6358,,SC_RS34005
TSS-3144,7019084,-,170,P,SCO6357,,SC_RS34000
TSS-3145,7020888,+,19,P,SCO6360,,SC_RS34015
TSS-3146,7033874,-,104,A,SCO6372,,
TSS-3147,7034297,-,40,I,SCO6373,Romero et al.,SC_RS34075
TSS-3148,7034393,-,11,I,SCO6373,Romero et al.,SC_RS34075
TSS-3149,7034884,+,141,A,SCO6373,,SC_RS34075
TSS-3150,7036362,+,105,A,SCO6374,,SC_RS34080
TSS-3151,7036400,-,107,I,SCO6374,Romero et al.,SC_RS34080
TSS-3152,7038541,-,59,P,SCO6375,,SC_RS34085
TSS-3153,7038745,+,9,P,SCO6376,,SC_RS34090
TSS-3154,7041086,-,4,P,SCO6377,,SC_RS34095
TSS-3155,7041223,-,3,S,SCO6377,,SC_RS34095
TSS-3156,7042808,+,4,N,,,
TSS-3157,7042818,-,38,P,SCO6379,,SC_RS34105
TSS-3158,7045562,-,516,P,SCO6381,Romero et al.,SC_RS34115
TSS-3159,7046443,-,192,N,,,
TSS-3160,7046490,-,89,N,,,
TSS-3161,7046590,+,4,P,SCO6382,Romero et al.,SC_RS34125
TSS-3162,7051151,-,17,P,SCO6384,,SC_RS34140
TSS-3163,7051508,+,8,N,,Romero et al.,
TSS-3164,7053654,-,4,P,SCO6385,,SC_RS34145
TSS-3165,7054767,+,12,N,,,
TSS-3166,7057134,-,132,A,SCO6390,,SC_RS34165
TSS-3167,7060389,+,33,P,SCO6393,Romero et al.,SC_RS34180
TSS-3168,7060710,-,10,P,SCO6392,,SC_RS34175
TSS-3169,7060981,-,12,A,SCO6393,Romero et al.,SC_RS34180
TSS-3170,7065699,-,91,P,SCO6399,Romero et al.,SC_RS34205
TSS-3171,7069218,+,4,P,SCO6404,,
TSS-3172,7069445,+,103,P,SCO6405,,SC_RS34220
TSS-3173,7077213,-,17,P,SCO6409,,SC_RS34240
TSS-3174,7077305,-,9,S,SCO6409,,SC_RS34240
TSS-3175,7077312,+,3,P,SCO6410,,SC_RS34245
TSS-3176,7077690,+,11,P,SCO6411,,SC_RS34250
TSS-3177,7093534,-,4,P,SCO6423,,SC_RS34310
TSS-3178,7102290,+,43,A,SCO6428,,SC_RS34335
TSS-3179,7104846,+,9,P,SCO6429,,SC_RS34340
TSS-3180,7116094,+,4,P,SCO6433,,SC_RS34360
TSS-3181,7122904,-,44,P,SCO6439,Romero et al.,SC_RS34390
TSS-3182,7123059,+,20,P,SCO6440,,SC_RS34395
TSS-3183,7129505,+,5,P,SCO6445,,SC_RS34420
TSS-3184,7132198,+,9,P,SCO6448,,SC_RS34435
TSS-3185,7132304,-,4,P,SCO6447,,SC_RS34430
TSS-3186,7135251,+,13,P,SCO6451,,SC_RS34450
TSS-3187,7141921,-,446,P,SCO6456,Romero et al.,SC_RS34475
TSS-3188,7151586,+,10,P,SCO6463,Romero et al.,SC_RS34510
TSS-3189,7156393,-,4,P,SCO6467,,SC_RS34530
TSS-3190,7156458,-,10,S,SCO6467,,SC_RS34530
TSS-3191,7157014,-,2,S,SCO6468,,SC_RS34535
TSS-3192,7157387,-,805,P,SCO6468,Romero et al.,SC_RS34535
TSS-3193,7157474,-,6,I,SCO6469,Romero et al.,SC_RS34540
TSS-3194,7166648,-,9,P,SCO6475,,SC_RS34570
TSS-3195,7166743,+,10,P,SCO6476,Romero et al.,SC_RS34575
TSS-3196,7170080,+,4,N,,,
TSS-3197,7171769,+,42,P,SCO6482,,SC_RS34605
TSS-3198,7174943,+,1,P,SCO6484,Romero et al.,SC_RS34615
TSS-3199,7177665,+,3,P,SCO6485,,SC_RS34620
TSS-3200,7187208,-,18,P,SCO6493,,SC_RS34660
TSS-3201,7187289,+,36,P,SCO6494,,SC_RS34665
TSS-3202,7190470,+,3,P,SCO6497,,SC_RS34680
TSS-3203,7193821,+,145,P,SCO6499,,SC_RS34690
TSS-3204,7199464,-,23,P,SCO6509,,SC_RS34740
TSS-3205,7200348,-,222,P,SCO6510,,SC_RS34745
TSS-3206,7202065,+,425,P,SCO6512,,SC_RS34755
TSS-3207,7204898,+,44,P,SCO6514,,SC_RS34765
TSS-3208,7206380,+,5,P,SCO6517,,SC_RS34780
TSS-3209,7209379,+,5,P,SCO6519,,SC_RS34790
TSS-3210,7209841,+,4,P,SCO6520,Romero et al.,SC_RS34795
TSS-3211,7216024,+,15,P,SCO6526,,SC_RS34825
TSS-3212,7223224,+,57,P,SCO6531,,SC_RS34850
TSS-3213,7232153,-,4,S,SCO6537,,SC_RS34880
TSS-3214,7232198,-,7,P,SCO6537,,SC_RS34880
TSS-3215,7237186,+,22,P,SCO6544,,SC_RS34915
TSS-3216,7248802,-,92,P,SCO6551,,SC_RS34945
TSS-3217,7258714,-,51,P,SCO6558,,SC_RS34980
TSS-3218,7266141,+,11,P,SCO6564,,SC_RS35015
TSS-3219,7266173,-,5,A,SCO6564,Romero et al.,SC_RS35015
TSS-3220,7267200,+,20,P,SCO6565,Romero et al.,SC_RS35020
TSS-3221,7287243,-,18,N,,,
TSS-3222,7306281,-,8,P,SCO6591,,SC_RS35155
TSS-3223,7306619,-,6,P,SCO6592,,SC_RS35160
TSS-3224,7314085,-,15,A,SCO6596,,SC_RS35180
TSS-3225,7319960,-,340,P,SCO6599,,SC_RS35195
TSS-3226,7327402,-,21,P,SCO6606,,SC_RS35230
TSS-3227,7328409,+,3,P,SCO6608,,SC_RS35240
TSS-3228,7339958,-,27,P,SCO6618,,SC_RS35290
TSS-3229,7340945,+,3,P,SCO6620,,SC_RS35300
TSS-3230,7341548,+,11,P,SCO6621,,SC_RS35305
TSS-3231,7343041,+,77,P,SCO6622,Romero et al.,SC_RS35310
TSS-3232,7344248,-,4,A,SCO6622,,SC_RS35310
TSS-3233,7345056,+,178,P,SCO6623,Vockenhuber et al.,SC_RS35315
TSS-3234,7347603,-,65,P,SCO6624,Romero et al.,SC_RS35320
TSS-3235,7347704,+,5,P,SCO6625,,SC_RS35325
TSS-3236,7348479,+,23,P,SCO6626,,SC_RS35330
TSS-3237,7353337,+,42,P,SCO6627,Romero et al.,SC_RS35335
TSS-3238,7354227,+,10,I,SCO6627,,SC_RS35335
TSS-3239,7357395,+,45,P,SCO6629,,SC_RS35345
TSS-3240,7358292,+,168,P,SCO6630,,SC_RS35350
TSS-3241,7358814,+,204,P,SCO6631,Vockenhuber et al. and Romero et al.,SC_RS35355
TSS-3242,7360029,+,14,P,SCO6633,Romero et al.,SC_RS35365
TSS-3243,7362416,+,5,P,SCO6634,,
TSS-3244,7372714,-,38,P,SCO6638,,SC_RS35385
TSS-3245,7384488,-,8,P,SCO6647,,SC_RS35425
TSS-3246,7394499,-,30,P,SCO6657,,SC_RS35470
TSS-3247,7397772,-,22,P,SCO6660,,SC_RS35485
TSS-3248,7400519,-,22,P,SCO6662,,SC_RS35495
TSS-3249,7400557,-,11,S,SCO6662,,SC_RS35495
TSS-3250,7402729,-,171,P,SCO6663,Romero et al.,SC_RS35500
TSS-3251,7413386,+,4,P,SCO6672,,SC_RS35545
TSS-3252,7416045,-,3,P,SCO6675,Romero et al.,SC_RS35560
TSS-3253,7418586,+,12,A,SCO6680,Romero et al.,SC_RS35585
TSS-3254,7427452,+,5,P,SCO6686,,SC_RS35615
TSS-3255,7444369,-,37,P,SCO6693,,SC_RS35650
TSS-3256,7446525,+,14,P,SCO6696,Romero et al.,SC_RS35665
TSS-3257,7459824,-,8,P,SCO6707,,SC_RS35720
TSS-3258,7459941,-,4,S,SCO6707,,SC_RS35720
TSS-3259,7460128,+,14,P,SCO6708,,SC_RS35725
TSS-3260,7460584,+,51,P,SCO6709,Romero et al.,SC_RS35730
TSS-3261,7467605,-,2,N,,Romero et al.,
TSS-3262,7467771,+,2,P,SCO6713,,SC_RS35750
TSS-3263,7469875,+,7,P,SCO6715,,SC_RS35760
TSS-3264,7471743,-,18,P,SCO6717,Romero et al.,SC_RS35775
TSS-3265,7476673,+,7,P,SCO6721,,SC_RS35795
TSS-3266,7476903,-,39,P,SCO6720,Romero et al.,SC_RS35790
TSS-3267,7478175,-,10,P,SCO6722,,SC_RS35800
TSS-3268,7479535,+,11,P,SCO6724,,SC_RS35810
TSS-3269,7480202,-,14,P,SCO6725,,SC_RS35815
TSS-3270,7481136,-,5,P,SCO6727,,SC_RS35825
TSS-3271,7481296,+,40,P,SCO6728,,SC_RS35830
TSS-3272,7482846,-,4,P,SCO6729,,SC_RS35835
TSS-3273,7485227,+,3,P,SCO6732,,SC_RS35850
TSS-3274,7488278,-,2,P,SCO6733,,SC_RS35855
TSS-3275,7490061,+,3,P,SCO6735,,SC_RS35865
TSS-3276,7492107,-,5,P,SCO6736,,SC_RS35870
TSS-3277,7493846,+,18,P,SCO6739,,SC_RS35880
TSS-3278,7496600,-,4,P,SCO6740,,SC_RS35885
TSS-3279,7501880,-,16,P,SCO6743,Romero et al.,SC_RS35900
TSS-3280,7505748,+,3,P,SCO6749,,SC_RS35930
TSS-3281,7506926,-,68,P,SCO6750,Romero et al.,SC_RS35935
TSS-3282,7508165,-,2,P,SCO6751,,SC_RS35940
TSS-3283,7508426,+,16,P,SCO6752,,SC_RS35945
TSS-3284,7515825,+,428,P,SCO6759,,SC_RS35980
TSS-3285,7518821,-,21,A,SCO6762,Romero et al.,SC_RS35995
TSS-3286,7520549,+,6,P,SCO6764,,SC_RS36005
TSS-3287,7523284,+,4,P,SCO6766,,SC_RS36015
TSS-3288,7523483,-,26,A,SCO6766,,SC_RS36015
TSS-3289,7530639,-,15,P,SCO6772,Romero et al.,SC_RS36045
TSS-3290,7530975,+,173,P,SCO6773,Romero et al.,SC_RS36050
